,gx,gy,gz,ax,ay,az,mx,my,mz,q0,q1,q2,q3
1258,0.015,-0.046,0.032,0.038,0.46,9.872,-22.845,-1.599,-70.177,0.991,0.025,0.109,0.034
1259,0.035,-0.031,0.009,0.11,0.412,10.035,-23.723,-0.624,-70.045,0.992,0.025,0.108,0.034
1260,-0.037,-0.001,0.014,-0.057,0.503,9.896,-24.795,0.002,-71.377,0.992,0.024,0.109,0.034
1261,0.06,-0.019,0.062,-0.029,0.484,10.05,-24.775,-0.793,-71.102,0.991,0.025,0.109,0.035
1262,0.027,-0.011,0.02,0.067,0.489,9.925,-23.346,-2.191,-68.177,0.991,0.025,0.108,0.035
1263,0.001,0.053,-0.024,0.034,0.426,9.901,-23.346,-2.191,-68.177,0.991,0.025,0.109,0.035
1264,0,0.021,0.022,0.029,0.527,9.867,-23.977,-1.083,-69.194,0.991,0.024,0.109,0.035
1265,0.022,0.003,0.033,-0.024,0.422,9.958,-23.977,-1.083,-69.194,0.991,0.024,0.109,0.035
1266,-0.003,0.005,0.027,-0.038,0.426,9.858,-24.15,-1.42,-70.076,0.991,0.024,0.109,0.035
1267,0.024,0.008,0.013,0.077,0.445,9.982,-23.568,-1.911,-70.209,0.991,0.024,0.109,0.035
1268,-0.05,0,-0.003,0.125,0.474,9.92,-24.045,-1.122,-71.081,0.991,0.024,0.109,0.035
1269,0.004,0.015,-0.03,0.062,0.316,9.997,-24.453,-0.778,-70.22,0.991,0.024,0.109,0.035
1270,-0.058,0.048,-0.004,-0.048,0.35,9.949,-23.646,-1.386,-68.173,0.991,0.023,0.11,0.035
1271,-0.016,0.015,-0.017,0.072,0.503,9.867,-24.443,-0.772,-69.929,0.991,0.023,0.11,0.035
1272,-0.006,-0.012,0.086,0.12,0.426,9.853,-25.163,0.047,-69.505,0.991,0.023,0.11,0.035
1273,0.007,-0.005,0.037,0.067,0.441,9.786,-25.311,-0.598,-69.813,0.991,0.023,0.11,0.035
1274,-0.02,0.031,-0.013,0.134,0.34,9.915,-22.975,-0.138,-69.284,0.991,0.023,0.11,0.035
1275,-0.044,0.036,0.029,0.067,0.417,9.925,-22.975,-0.138,-69.284,0.991,0.023,0.11,0.036
1276,-0.006,-0.024,-0.002,0.014,0.556,9.978,-24.113,-1.399,-69.06,0.991,0.022,0.11,0.036
1277,-0.008,0.031,-0.013,0.029,0.426,9.939,-24.113,-1.399,-69.06,0.991,0.022,0.11,0.036
1278,-0.014,-0.005,0.023,0.048,0.541,9.887,-24.46,-1.588,-70.67,0.991,0.022,0.11,0.036
1279,0.045,0.026,0.009,-0.019,0.532,9.901,-23.982,-1.57,-69.493,0.991,0.022,0.11,0.036
1280,-0.002,-0.009,0.023,0.067,0.388,9.978,-23.987,-1.089,-69.484,0.991,0.022,0.11,0.036
1281,-0.028,0.05,-0.022,0.091,0.441,9.925,-24.453,-0.778,-70.22,0.991,0.022,0.111,0.036
1282,0.03,-0.029,0.057,0.067,0.364,9.767,-23.136,-1.596,-70.188,0.991,0.022,0.11,0.036
1283,-0.007,0.028,0.03,0.053,0.522,9.863,-22.966,-0.939,-69.299,0.991,0.022,0.11,0.036
1284,-0.032,0.037,-0.095,-0.091,0.508,10.04,-25.141,-1.876,-69.541,0.991,0.022,0.111,0.036
1285,0.025,-0.046,0.067,-0.062,0.354,9.935,-24.013,-1.104,-70.21,0.991,0.022,0.11,0.036
1286,0.063,-0.035,0.043,0.005,0.618,9.887,-23.682,-0.924,-69.035,0.991,0.022,0.11,0.036
1287,-0.033,0.04,0.014,0.096,0.345,9.944,-23.682,-0.924,-69.035,0.991,0.022,0.111,0.036
1288,-0.027,0.024,-0.012,-0.091,0.402,9.92,-23.977,-1.083,-69.194,0.991,0.022,0.111,0.036
1289,0.027,-0.012,0.048,0.014,0.503,9.911,-25.77,-0.928,-70.56,0.991,0.022,0.111,0.036
1290,0.042,0.001,0.062,-0.134,0.331,9.958,-23.411,-0.132,-69.3,0.991,0.022,0.111,0.037
1291,-0.048,0.018,0.043,-0.057,0.484,9.925,-22.875,-0.327,-70.589,0.991,0.021,0.111,0.037
1292,0.049,0.019,0,-0.019,0.369,9.887,-23.196,-0.018,-71.319,0.991,0.022,0.111,0.037
1293,0.013,-0.029,0.038,0.067,0.445,9.997,-24.707,-0.754,-69.214,0.991,0.022,0.111,0.037
1294,0.009,0.014,0.079,0.048,0.489,9.944,-25.299,-1.72,-69.834,0.991,0.022,0.111,0.038
1295,-0.037,0.039,0.001,-0.014,0.513,9.772,-22.863,0.003,-70.147,0.991,0.021,0.111,0.038
1296,-0.017,0.001,0.016,-0.057,0.34,9.968,-24.414,-1.885,-69.515,0.991,0.021,0.111,0.038
1297,-0.025,0.012,-0.051,-0.029,0.364,9.844,-24.414,-1.885,-69.515,0.991,0.021,0.111,0.037
1298,-0.016,-0.011,0.012,-0.067,0.498,9.882,-23.553,0.033,-69.157,0.991,0.021,0.111,0.038
1299,0.018,0.005,0.046,0.048,0.484,9.896,-23.553,0.033,-69.157,0.991,0.021,0.111,0.038
1300,0.029,-0.016,0.039,0.072,0.503,9.982,-24.46,-1.588,-70.67,0.991,0.021,0.111,0.038
1301,-0.017,0.055,-0.012,0.062,0.455,10.04,-23.661,-1.395,-68.608,0.991,0.021,0.111,0.038
1302,-0.007,-0.012,0.062,0.057,0.474,9.867,-24.555,-0.913,-69.066,0.991,0.021,0.111,0.038
1303,0,0.04,0.005,-0.12,0.422,9.906,-22.961,-1.419,-69.308,0.991,0.021,0.112,0.038
1304,-0.011,-0.007,0.028,-0.029,0.493,9.872,-23.664,0.216,-68.143,0.991,0.02,0.112,0.038
1305,0.015,0.018,0.011,-0.053,0.402,9.93,-24.49,-0.316,-71.082,0.991,0.02,0.112,0.038
1306,-0.007,0.003,0.052,-0.062,0.441,9.867,-24.436,0.038,-69.479,0.991,0.02,0.112,0.039
1307,0.059,-0.023,0.034,0.11,0.484,9.896,-24.05,-1.609,-71.381,0.991,0.021,0.112,0.039
1308,-0.047,0.025,-0.026,0.062,0.513,9.925,-24.714,-1.08,-69.51,0.991,0.02,0.112,0.039
1309,0.03,-0.012,0.06,0.01,0.407,9.877,-24.714,-1.08,-69.51,0.991,0.02,0.112,0.039
1310,-0.048,0.026,-0.018,0.077,0.407,9.906,-24.006,-0.778,-69.914,0.991,0.02,0.112,0.039
1311,-0.028,0.046,0.02,-0.057,0.522,9.896,-24.176,-1.435,-70.802,0.991,0.02,0.112,0.039
1312,-0.032,0.047,-0.013,-0.019,0.503,10.002,-22.815,-1.905,-69.457,0.991,0.02,0.112,0.039
1313,0.009,0.041,-0.015,0.014,0.431,9.987,-23.961,-1.074,-68.758,0.991,0.02,0.112,0.039
1314,0.006,0.024,-0.049,-0.125,0.527,9.973,-23.569,0.507,-69.438,0.991,0.019,0.113,0.039
1315,-0.007,0.042,0.033,0.062,0.465,9.92,-22.388,-1.109,-69.426,0.991,0.019,0.113,0.039
1316,-0.012,-0.01,-0.01,-0.034,0.398,9.915,-23.003,-1.443,-70.47,0.991,0.019,0.113,0.039
1317,-0.013,-0.019,0.061,-0.101,0.426,9.93,-24,0.032,-69.463,0.991,0.019,0.112,0.039
1318,-0.046,0.024,-0.003,0.129,0.536,9.853,-24,0.032,-69.463,0.991,0.019,0.113,0.039
1319,0.035,-0.07,0.007,0.077,0.508,9.911,-24.012,-0.297,-69.905,0.991,0.019,0.112,0.039
1320,0.012,0.019,0.018,0.019,0.508,9.796,-24.185,-0.634,-70.787,0.991,0.019,0.112,0.039
1321,0.006,-0.027,0.049,0.062,0.517,9.944,-24.185,-0.634,-70.787,0.991,0.019,0.112,0.04
1322,0.016,-0.012,0.029,-0.01,0.307,9.949,-22.982,-0.948,-69.735,0.991,0.019,0.112,0.04
1323,0.03,-0.039,0.052,-0.019,0.436,9.906,-23.108,-0.774,-69.156,0.991,0.019,0.112,0.04
1324,0.045,-0.016,0.052,0.019,0.426,9.867,-24.586,-1.414,-70.092,0.991,0.019,0.112,0.04
1325,-0.006,-0.018,0.017,0.134,0.364,9.939,-24.765,-0.303,-70.657,0.991,0.019,0.112,0.04
1326,0.049,-0.011,0.013,0.034,0.551,9.834,-24.584,-0.607,-69.786,0.991,0.019,0.112,0.04
1327,-0.025,0.043,-0.012,0.048,0.388,10.011,-22.875,-0.327,-70.589,0.991,0.019,0.112,0.04
1328,-0.007,0.04,-0.043,-0.034,0.369,10.002,-22.81,-2.385,-69.466,0.991,0.019,0.112,0.04
1329,0.007,-0.021,0.06,0.077,0.498,9.935,-22.266,-0.963,-69.999,0.991,0.019,0.112,0.04
1330,-0.039,0.027,0.005,0.081,0.393,9.901,-22.266,-0.963,-69.999,0.991,0.019,0.112,0.04
1331,-0.035,0.019,0.033,-0.091,0.388,10.073,-22.424,-0.323,-70.137,0.991,0.018,0.112,0.041
1332,-0.033,0.037,-0.03,-0.062,0.331,9.867,-23.977,-1.083,-69.194,0.991,0.018,0.112,0.041
1333,-0.014,0.024,0.016,0.034,0.469,9.958,-23.977,-1.083,-69.194,0.991,0.018,0.112,0.041
1334,0,-0.015,0.076,0.139,0.441,9.791,-23.409,-1.743,-69.765,0.991,0.018,0.112,0.041
1335,0.013,-0.027,0.035,-0.014,0.402,9.915,-23.431,0.179,-69.729,0.991,0.018,0.112,0.041
1336,-0.067,0.026,0.004,0.034,0.383,9.848,-23.406,-0.613,-69.309,0.991,0.018,0.112,0.041
1337,-0.064,0.005,-0.006,0.048,0.46,9.949,-22.775,-0.753,-67.984,0.991,0.017,0.112,0.041
1338,-0.03,0.006,0.03,0.043,0.469,9.891,-23.514,-1.074,-68.452,0.991,0.017,0.112,0.041
1339,0.019,-0.019,0.047,0.034,0.441,9.853,-22.512,-2.546,-69.313,0.991,0.017,0.111,0.042
1340,0.015,0.039,0.055,0.062,0.455,9.968,-22.512,-2.546,-69.313,0.991,0.017,0.112,0.042
1341,-0.005,-0.027,0.064,0.057,0.498,9.887,-22.52,-0.938,-68.993,0.991,0.017,0.111,0.042
1342,-0.002,-0.029,0.129,-0.005,0.402,9.872,-25.001,-0.913,-69.373,0.991,0.017,0.111,0.043
1343,0.009,-0.024,0.059,0.029,0.565,9.992,-25.001,-0.913,-69.373,0.991,0.017,0.111,0.043
1344,-0.007,0,-0.01,0.043,0.465,10.016,-24.115,-2.206,-69.365,0.991,0.017,0.111,0.043
1345,-0.007,0.031,0.001,0.043,0.508,9.853,-23.564,0.027,-69.447,0.991,0.017,0.111,0.043
1346,0.029,-0.015,0.058,0.005,0.536,9.844,-23.97,-0.273,-68.743,0.991,0.017,0.111,0.043
1347,0.05,0.004,0.01,-0.014,0.398,9.858,-22.842,-1.92,-70.183,0.991,0.018,0.111,0.043
1348,0.055,-0.031,0.086,0.019,0.541,9.939,-24.097,-1.39,-68.624,0.991,0.018,0.111,0.044
1349,-0.023,0.028,0.009,-0.014,0.513,9.915,-24.453,-0.778,-70.22,0.991,0.018,0.111,0.044
1350,-0.037,0.035,0.003,0,0.402,9.82,-24.453,-0.778,-70.22,0.991,0.017,0.112,0.044
1351,0.044,-0.012,0.004,-0.091,0.441,9.925,-25.017,-0.922,-69.808,0.991,0.018,0.112,0.044
1352,0.025,-0.048,0.035,-0.019,0.359,9.839,-25.017,-0.922,-69.808,0.991,0.018,0.111,0.044
1353,0.028,0.007,0.057,0.048,0.388,10.054,-24.404,-1.879,-69.224,0.991,0.018,0.111,0.044
1354,0.006,0.031,0.001,0.005,0.412,9.839,-22.844,-0.792,-69.872,0.991,0.018,0.112,0.044
1355,-0.013,0.002,0.034,-0.12,0.436,10.016,-23.406,-0.613,-69.309,0.991,0.018,0.112,0.045
1356,0.004,0.003,0.029,0.019,0.369,9.987,-24.595,-0.613,-70.077,0.991,0.018,0.112,0.045
1357,-0.002,-0.01,0.024,0.014,0.479,9.963,-23.567,-1.104,-69.904,0.991,0.018,0.111,0.045
1358,-0.001,-0.022,0.056,-0.029,0.503,10.035,-23.542,-1.896,-69.483,0.991,0.018,0.111,0.045
1359,-0.015,0.006,0.003,0.067,0.407,9.92,-23.588,-1.599,-70.639,0.991,0.018,0.111,0.045
1360,0.043,-0.031,0.072,0.014,0.445,9.887,-23.973,-2.371,-69.508,0.991,0.018,0.111,0.045
1361,-0.053,0.033,-0.015,0.01,0.436,10.016,-23.516,-1.881,-68.757,0.991,0.017,0.111,0.045
1362,0.019,-0.048,0.03,0.067,0.469,9.92,-23.516,-1.881,-68.757,0.991,0.018,0.111,0.046
1363,-0.008,-0.018,0.029,0.034,0.388,9.973,-25,-3.331,-70.144,0.991,0.018,0.111,0.046
1364,0.015,-0.007,-0.001,0.067,0.508,9.872,-25,-3.331,-70.144,0.991,0.018,0.111,0.046
1365,0.029,0.019,0.024,0.019,0.407,9.887,-24.705,-1.881,-69.525,0.991,0.018,0.111,0.046
1366,0,0.006,-0.022,0.019,0.522,9.987,-23.385,-0.117,-68.574,0.991,0.018,0.111,0.046
1367,0.075,0.013,0.051,0.005,0.474,9.925,-23.537,-2.376,-69.492,0.991,0.018,0.111,0.046
1368,0.011,-0.015,0.057,0.072,0.393,10.021,-24.012,-0.297,-69.905,0.991,0.018,0.111,0.046
1369,-0.005,-0.028,0.04,-0.057,0.465,9.858,-24.115,-2.206,-69.365,0.991,0.018,0.111,0.046
1370,-0.012,-0.04,0.062,0.024,0.412,9.978,-25.192,-1.099,-70.688,0.991,0.018,0.111,0.047
1371,-0.042,0.013,0.034,0.216,0.503,9.872,-24.603,-2.23,-70.833,0.991,0.018,0.111,0.047
1372,0,-0.013,0.053,0.096,0.513,9.901,-25.283,-1.711,-69.398,0.991,0.018,0.111,0.047
1373,-0.037,0.039,-0.048,-0.077,0.422,9.949,-24.69,-3.163,-69.549,0.991,0.018,0.111,0.047
1374,-0.064,-0.008,-0.047,-0.014,0.398,9.911,-24.69,-3.163,-69.549,0.991,0.017,0.111,0.047
1375,-0.053,0.051,-0.021,0.053,0.359,10.011,-24.146,-1.74,-70.082,0.991,0.017,0.111,0.047
1376,0.003,0.006,0.031,0.024,0.393,9.867,-24.146,-1.74,-70.082,0.991,0.017,0.111,0.047
1377,0.033,-0.002,0.041,0.168,0.407,9.872,-22.935,-1.404,-68.582,0.991,0.017,0.111,0.047
1378,-0.029,0.025,0.026,-0.086,0.417,9.973,-22.52,-0.938,-68.993,0.991,0.017,0.111,0.047
1379,-0.046,0.045,-0.005,0.048,0.287,9.939,-24.129,-0.924,-69.341,0.991,0.017,0.112,0.047
1380,-0.057,0.019,-0.014,-0.062,0.412,9.911,-22.556,-0.959,-70.009,0.991,0.016,0.112,0.047
1381,0.018,-0.016,0.037,0.005,0.565,9.968,-23.43,-2.239,-70.5,0.991,0.016,0.112,0.047
1382,-0.002,0.015,0.008,0.086,0.354,9.93,-23.413,-1.423,-69.759,0.991,0.016,0.112,0.047
1383,0.017,-0.019,0.022,0.096,0.316,9.844,-24.064,-0.327,-71.357,0.991,0.016,0.111,0.048
1384,0.029,-0.03,0.023,-0.024,0.484,9.92,-23.555,-0.774,-69.462,0.991,0.016,0.111,0.048
1385,0.008,-0.051,0.053,0.062,0.369,9.863,-25.68,-1.361,-68.246,0.991,0.017,0.111,0.048
1386,-0.02,-0.004,-0.026,0.005,0.45,9.963,-25.68,-1.361,-68.246,0.991,0.016,0.111,0.048
1387,-0.063,0.053,-0.011,-0.062,0.431,9.891,-23.551,-1.095,-69.468,0.991,0.016,0.111,0.048
1388,-0.025,0.014,0.035,0.081,0.354,9.887,-24.731,-1.896,-70.251,0.991,0.016,0.112,0.048
1389,-0.043,0.084,0.025,0.12,0.431,9.772,-24.106,-3.007,-69.38,0.991,0.016,0.112,0.048
1390,-0.018,0.034,0.014,-0.014,0.412,9.944,-23.001,-0.153,-70.01,0.991,0.015,0.112,0.048
1391,0.004,-0.012,0.078,0.024,0.259,9.891,-24.586,-1.414,-70.092,0.991,0.015,0.112,0.049
1392,-0.004,-0.01,0,-0.096,0.417,9.925,-21.963,-1.604,-69.855,0.991,0.015,0.112,0.049
1393,0.015,-0.002,0.005,0.134,0.283,9.958,-23.735,-0.954,-70.487,0.991,0.015,0.112,0.049
1394,0.013,-0.031,0.054,-0.101,0.441,9.906,-22.779,-1.884,-68.441,0.991,0.016,0.112,0.049
1395,-0.047,0.023,-0.023,-0.053,0.335,9.968,-22.779,-1.884,-68.441,0.991,0.015,0.112,0.049
1396,-0.012,-0.007,-0.008,-0.072,0.455,9.968,-23.721,-2.235,-70.511,0.991,0.015,0.112,0.049
1397,-0.006,-0.027,0.082,0.043,0.34,9.887,-24.477,-2.404,-71.411,0.991,0.015,0.111,0.049
1398,-0.011,0.02,0,0.038,0.354,10.021,-24.477,-2.404,-71.411,0.991,0.015,0.112,0.049
1399,-0.031,0.008,-0.019,0.034,0.34,9.863,-23.105,-1.094,-69.162,0.991,0.015,0.111,0.049
1400,-0.011,0.056,0.001,-0.048,0.388,9.963,-24.668,-1.86,-68.509,0.991,0.015,0.112,0.049
1401,-0.029,-0.006,0.013,-0.014,0.359,10.006,-25.281,-0.904,-69.093,0.991,0.015,0.112,0.049
1402,0,0.061,0.009,0.105,0.345,9.949,-24.155,-0.939,-70.067,0.991,0.015,0.112,0.049
1403,0.023,0.003,0.034,0.005,0.398,9.958,-22.877,-1.617,-71.048,0.991,0.015,0.112,0.049
1404,0.029,-0.039,0.073,0.038,0.436,9.925,-23.977,-1.083,-69.194,0.991,0.015,0.112,0.05
1405,-0.014,-0.001,0.002,-0.024,0.46,9.997,-22.796,-2.7,-69.182,0.991,0.015,0.112,0.05
1406,-0.025,0.014,0.027,0,0.359,9.935,-23.404,-2.224,-69.774,0.991,0.015,0.112,0.05
1407,-0.023,0.03,0.011,-0.048,0.422,9.982,-24.139,-1.414,-69.786,0.991,0.015,0.112,0.05
1408,-0.04,-0.034,-0.005,-0.014,0.498,10.006,-24.139,-1.414,-69.786,0.991,0.014,0.112,0.05
1409,0.047,-0.037,0.035,-0.081,0.402,9.863,-23.402,-0.933,-69.315,0.991,0.015,0.112,0.05
1410,-0.049,0.042,0.019,-0.01,0.34,9.858,-23.402,-0.933,-69.315,0.991,0.014,0.112,0.05
1411,0,-0.002,0.054,-0.043,0.378,9.911,-22.943,-3.021,-69.338,0.991,0.014,0.112,0.051
1412,-0.005,-0.051,0.045,-0.038,0.326,9.963,-23.553,0.033,-69.157,0.991,0.014,0.111,0.051
1413,-0.032,0.027,-0.02,0.048,0.402,10.054,-25.13,-1.87,-69.251,0.991,0.014,0.112,0.051
1414,0.001,-0.023,0.013,0.105,0.441,10.03,-24.565,-0.919,-69.357,0.991,0.014,0.112,0.051
1415,-0.017,0.042,-0.015,-0.038,0.455,9.824,-23.423,-1.429,-70.05,0.991,0.014,0.112,0.051
1416,-0.044,-0.002,-0.044,-0.038,0.388,9.968,-24.175,-0.628,-70.497,0.991,0.014,0.112,0.051
1417,0.004,0.028,-0.053,0.029,0.354,9.968,-24.175,-0.628,-70.497,0.991,0.014,0.112,0.05
1418,-0.043,0.017,-0.015,0.105,0.393,9.944,-23.101,-2.382,-69.477,0.991,0.013,0.112,0.05
1419,-0.04,0.011,-0.045,0.034,0.393,10.006,-22.395,-1.919,-69.877,0.991,0.013,0.112,0.05
1420,0.02,-0.013,0.049,0.043,0.364,10.021,-22.395,-1.919,-69.877,0.991,0.013,0.112,0.05
1421,0.014,-0.024,0.059,0.139,0.335,9.82,-23.444,-0.957,-70.476,0.991,0.013,0.111,0.051
1422,0.007,0.013,0.025,0.038,0.364,9.992,-24.583,0.683,-69.327,0.991,0.013,0.112,0.051
1423,-0.036,0.001,-0.024,-0.057,0.345,9.887,-22.248,-2.565,-70.029,0.991,0.013,0.111,0.051
1424,-0.02,0.044,0.018,-0.081,0.374,9.815,-24.43,-1.894,-69.95,0.991,0.013,0.112,0.051
1425,0.023,-0.004,0.042,-0.01,0.436,10.002,-23.726,-1.755,-70.502,0.991,0.013,0.112,0.051
1426,0,-0.009,0.006,0.12,0.441,10.04,-23.064,-2.361,-68.46,0.991,0.013,0.111,0.051
1427,0.012,-0.007,0.055,-0.019,0.354,9.93,-23.064,-2.361,-68.46,0.991,0.013,0.111,0.051
1428,-0.032,0.027,-0.016,0.072,0.436,9.963,-22.973,-1.749,-69.75,0.991,0.013,0.111,0.051
1429,0.058,-0.036,-0.009,0.034,0.383,9.839,-22.973,-1.749,-69.75,0.991,0.014,0.111,0.051
1430,0.041,0.001,0.008,0.067,0.402,9.93,-24.991,-0.907,-69.082,0.991,0.014,0.111,0.051
1431,0.031,0.005,0.006,0.057,0.364,10.011,-21.933,-1.909,-69.135,0.991,0.014,0.111,0.051
1432,0.069,-0.035,0.043,0.086,0.259,9.939,-22.274,-1.85,-66.537,0.991,0.014,0.111,0.051
1433,-0.027,0.021,0.003,0.12,0.331,9.872,-23.691,-2.541,-69.791,0.991,0.014,0.111,0.051
1434,0.005,-0.007,0.05,0.01,0.354,9.872,-22.246,-1.758,-69.723,0.991,0.014,0.111,0.052
1435,-0.009,0.021,-0.001,-0.014,0.422,9.8,-24.11,-1.719,-69.066,0.991,0.014,0.111,0.052
1436,-0.004,0.048,0,0.072,0.431,9.992,-22.938,-2.535,-69.039,0.991,0.014,0.111,0.052
1437,-0.017,0.033,-0.017,-0.01,0.354,9.82,-22.796,-2.7,-69.182,0.991,0.014,0.111,0.052
1438,0.031,0.015,0.086,0.034,0.345,10.026,-26.165,-2.19,-69.874,0.991,0.014,0.111,0.052
1439,0.012,-0.036,0.055,0.148,0.335,9.954,-26.165,-2.19,-69.874,0.991,0.014,0.111,0.052
1440,0.048,-0.038,0.045,0.101,0.345,9.973,-24.708,-1.561,-69.519,0.991,0.014,0.111,0.053
1441,0.025,-0.013,0.02,0.014,0.383,10.002,-23.064,-2.361,-68.46,0.991,0.015,0.111,0.053
1442,0.027,0.002,0.025,0.105,0.249,9.906,-23.064,-2.361,-68.46,0.991,0.015,0.111,0.053
1443,-0.033,0.03,0.011,0.101,0.388,9.944,-23.619,-3.789,-68.218,0.991,0.015,0.111,0.053
1444,0.063,-0.011,0.045,-0.053,0.388,9.935,-23.099,-1.575,-69.171,0.991,0.015,0.111,0.053
1445,0.018,-0.027,0.059,0.043,0.235,9.968,-24.563,-2.53,-69.822,0.991,0.015,0.111,0.053
1446,-0.008,-0.012,0.081,0.096,0.307,10.04,-23.577,-1.11,-70.194,0.991,0.015,0.111,0.054
1447,0.001,0.017,-0.046,0.038,0.254,9.891,-22.353,-1.895,-68.715,0.991,0.015,0.111,0.053
1448,0.012,0.027,0.058,0.034,0.369,9.844,-25.151,-2.365,-69.986,0.991,0.015,0.111,0.054
1449,-0.08,0.052,-0.006,0.101,0.369,10.107,-24.418,-1.564,-69.509,0.991,0.015,0.111,0.054
1450,0.023,0.01,0.046,0.115,0.493,9.839,-23.584,-1.92,-70.645,0.99,0.015,0.111,0.054
1451,0.022,0.004,0.05,-0.029,0.287,9.925,-23.584,-1.92,-70.645,0.99,0.015,0.111,0.054
1452,0.043,-0.021,-0.029,0.115,0.326,9.954,-25.171,-1.57,-70.261,0.99,0.015,0.111,0.054
1453,-0.011,-0.015,0.002,0.187,0.235,9.925,-23.73,-1.434,-70.496,0.991,0.015,0.111,0.054
1454,-0.039,0.021,-0.009,0.024,0.364,9.839,-23.73,-1.434,-70.496,0.991,0.015,0.111,0.054
1455,0.007,-0.013,-0.001,0.038,0.35,10.006,-23.392,-0.927,-69.024,0.991,0.015,0.111,0.054
1456,-0.014,0.057,-0.011,0.014,0.24,10.03,-23.686,-0.603,-69.029,0.99,0.014,0.111,0.054
1457,0.024,0.038,0.015,0.005,0.35,9.93,-23.568,-1.911,-70.209,0.99,0.015,0.112,0.054
1458,-0.037,0.026,-0.014,-0.038,0.369,10.006,-24.708,-1.561,-69.519,0.99,0.014,0.112,0.054
1459,-0.025,0.057,-0.009,-0.019,0.331,9.963,-23.936,-2.35,-68.492,0.99,0.014,0.112,0.054
1460,-0.027,0.018,0.015,-0.019,0.326,9.853,-23.439,-1.438,-70.485,0.99,0.014,0.112,0.054
1461,-0.008,0.036,0.009,-0.072,0.359,9.815,-23.439,-1.438,-70.485,0.99,0.014,0.112,0.054
1462,-0.001,0.023,-0.007,-0.014,0.407,10.006,-23.089,-1.085,-68.727,0.99,0.014,0.112,0.054
1463,0.035,-0.014,0.054,-0.024,0.326,9.906,-24.029,-1.113,-70.646,0.99,0.014,0.112,0.054
1464,0.01,0.003,0.044,-0.014,0.354,9.896,-24.029,-1.113,-70.646,0.99,0.014,0.112,0.055
1465,0.031,-0.054,0.013,0.029,0.469,9.949,-23.586,-0.309,-70.179,0.99,0.014,0.112,0.055
1466,-0.027,-0.012,-0.008,0.067,0.359,9.954,-23.968,-1.884,-69.209,0.99,0.014,0.112,0.055
1467,0.005,0.021,0.004,-0.086,0.398,10.131,-23.069,-1.88,-68.451,0.99,0.014,0.112,0.055
1468,0.03,-0.022,0.048,0.038,0.321,9.935,-23.612,-0.807,-71.06,0.99,0.014,0.112,0.055
1469,0.014,0.001,0.043,0.019,0.541,9.896,-24.427,-0.763,-69.494,0.99,0.014,0.112,0.055
1470,0.012,-0.01,0.011,0.019,0.455,9.973,-24.724,-1.57,-69.955,0.99,0.014,0.112,0.055
1471,-0.001,0.012,-0.07,0.067,0.455,9.867,-24.124,-1.405,-69.35,0.99,0.014,0.112,0.055
1472,-0.04,0.015,-0.029,0.019,0.359,9.863,-23.659,-3.006,-69.074,0.99,0.014,0.112,0.055
1473,-0.032,-0.018,-0.009,0.081,0.402,10.002,-23.432,-0.628,-70.035,0.99,0.014,0.112,0.055
1474,0.027,-0.007,0.017,-0.048,0.388,9.829,-23.432,-0.628,-70.035,0.99,0.014,0.112,0.055
1475,-0.048,-0.009,-0.015,0,0.46,10.002,-22.808,-1.578,-69.161,0.99,0.014,0.112,0.055
1476,0.039,-0.027,0.105,0.062,0.316,9.844,-23.136,-1.596,-70.188,0.99,0.014,0.111,0.055
1477,-0.005,0.051,-0.017,-0.091,0.378,9.978,-21.947,-1.595,-69.42,0.99,0.014,0.111,0.055
1478,-0.027,0.024,0.018,0.034,0.455,9.958,-23.579,-2.4,-70.654,0.99,0.014,0.112,0.055
1479,-0.003,-0.023,0.052,-0.029,0.407,9.877,-22.532,-2.235,-69.743,0.99,0.014,0.111,0.056
1480,0.025,-0.023,0.009,0.172,0.431,10.093,-24.171,-0.948,-70.503,0.99,0.014,0.111,0.056
1481,0.012,-0.01,0.047,0.096,0.359,9.958,-23.388,-2.215,-69.339,0.99,0.014,0.111,0.056
1482,-0.022,0.015,-0.005,-0.043,0.388,9.911,-24.427,-0.763,-69.494,0.99,0.014,0.111,0.056
1483,-0.056,0.007,-0.015,0.101,0.364,9.867,-24.427,-0.763,-69.494,0.99,0.013,0.111,0.056
1484,0.02,-0.048,0.023,-0.062,0.235,9.93,-23.003,-1.443,-70.47,0.99,0.014,0.111,0.056
1485,-0.025,-0.024,0.008,0.187,0.412,9.815,-24.119,-0.918,-69.051,0.99,0.013,0.111,0.056
1486,-0.016,0.041,-0.007,0.077,0.287,9.925,-24.119,-0.918,-69.051,0.99,0.013,0.111,0.056
1487,-0.033,0.012,0.005,0.254,0.326,10.016,-24.44,-1.9,-70.241,0.99,0.013,0.111,0.056
1488,-0.012,0.018,-0.021,-0.019,0.335,9.891,-23.955,-1.555,-68.767,0.99,0.013,0.111,0.056
1489,0.026,0.07,-0.029,0.029,0.398,9.781,-22.225,-2.229,-69.297,0.99,0.013,0.111,0.056
1490,0.066,-0.009,-0.006,0.144,0.35,10.035,-23.71,-1.746,-70.066,0.99,0.013,0.111,0.056
1491,0.047,-0.056,-0.009,0.192,0.268,9.863,-24.688,-1.065,-68.784,0.99,0.014,0.111,0.056
1492,0.015,-0.006,-0.04,0.139,0.417,9.896,-24.618,-0.949,-70.809,0.99,0.014,0.111,0.055
