,gx,gy,gz,ax,ay,az,mx,my,mz,q0,q1,q2,q3
645,0.022,0.014,0.019,0.192,-9.954,0.848,-5.377,-41.064,-85.662,0.719,-0.557,0.261,-0.318
646,0.06,-0.06,0.076,0.134,-10.107,0.929,-8.024,-38.791,-85.86,0.718,-0.557,0.262,-0.319
647,0.028,0.005,-0.01,0.263,-9.925,0.896,-6.702,-38.638,-85.374,0.717,-0.557,0.263,-0.32
648,0.019,-0.034,-0.011,0.235,-9.992,0.915,-7.854,-38.134,-84.971,0.717,-0.557,0.263,-0.322
649,0.025,-0.01,0.052,0.254,-9.853,0.814,-7.37,-41.014,-84.574,0.716,-0.557,0.264,-0.323
650,0.026,0.063,0.02,0.134,-9.997,1.015,-7.255,-39.26,-84.826,0.715,-0.557,0.265,-0.324
651,-0.008,0.046,0.011,0.182,-10.021,0.805,-6.195,-39.732,-83.782,0.714,-0.557,0.266,-0.326
652,-0.014,0.06,-0.01,0.263,-9.997,0.92,-6.195,-39.732,-83.782,0.713,-0.557,0.267,-0.327
653,0.025,-0.026,0.046,0.168,-9.887,0.91,-7.299,-37.673,-85.522,0.712,-0.557,0.268,-0.328
654,0.064,-0.017,0.08,0.244,-9.997,0.896,-7.413,-38.62,-84.965,0.711,-0.556,0.269,-0.329
655,-0.036,0.028,0.033,0.148,-9.911,0.958,-7.413,-38.62,-84.965,0.711,-0.557,0.27,-0.331
656,0.094,-0.033,0,0.148,-9.944,0.958,-6.798,-38.77,-84.075,0.71,-0.556,0.27,-0.332
657,0.01,-0.044,0.029,0.187,-10.021,0.824,-7.413,-38.62,-84.965,0.709,-0.556,0.271,-0.333
658,0.001,0.044,-0.004,0.105,-9.968,0.977,-5.061,-38.634,-84.155,0.708,-0.556,0.272,-0.334
659,-0.009,0.049,0.005,0.086,-10.026,0.996,-6.833,-37.984,-84.786,0.707,-0.556,0.273,-0.336
660,0.042,0,0.051,0.148,-10.002,0.977,-6.85,-38.8,-85.527,0.707,-0.556,0.274,-0.337
661,-0.017,0.027,-0.016,0.297,-10.016,0.838,-7.444,-38.155,-85.682,0.705,-0.556,0.275,-0.338
662,0.008,-0.031,0.021,0.144,-9.992,1.049,-6.948,-39.738,-84.534,0.705,-0.556,0.275,-0.339
663,-0.036,0.043,0.003,0.12,-10.069,0.982,-7.256,-40.067,-85.131,0.704,-0.556,0.276,-0.341
664,-0.035,0.044,0.006,0.115,-10.011,0.824,-7.256,-40.067,-85.131,0.703,-0.556,0.277,-0.342
665,-0.033,0,-0.043,0.091,-9.973,0.996,-6.233,-37.819,-84.182,0.702,-0.556,0.278,-0.343
666,-0.009,0.009,0.017,0.163,-9.92,0.901,-6.612,-40.522,-83.522,0.701,-0.556,0.279,-0.345
667,0.025,0.012,0.046,0.254,-9.906,0.968,-6.612,-40.522,-83.522,0.7,-0.556,0.28,-0.346
668,-0.002,-0.013,-0.021,0.23,-10.002,0.977,-7.493,-39.226,-83.385,0.699,-0.556,0.28,-0.347
669,0.039,-0.006,0.025,0.163,-10.054,1.039,-7.98,-37.96,-84.393,0.698,-0.556,0.281,-0.348
670,-0.043,0.021,-0.023,0.081,-9.915,0.92,-6.661,-39.421,-84.518,0.697,-0.556,0.282,-0.349
671,0.01,-0.034,0.073,0.139,-10.073,1.015,-7.882,-39.44,-86.157,0.697,-0.556,0.283,-0.35
672,-0.067,0.039,0.03,0.302,-9.968,0.929,-6.229,-38.139,-84.188,0.695,-0.556,0.284,-0.351
673,-0.039,0.057,0.011,0.172,-9.911,0.924,-7.244,-38.77,-84.381,0.694,-0.556,0.285,-0.353
674,-0.093,0.043,-0.003,0.172,-10.011,0.92,-7.244,-38.77,-84.381,0.693,-0.556,0.286,-0.354
675,-0.037,-0.018,0.05,0.259,-9.805,0.824,-7.528,-38.44,-84.096,0.692,-0.556,0.287,-0.355
676,-0.052,0.014,-0.043,0.144,-9.978,0.867,-6.786,-38.44,-83.634,0.691,-0.556,0.287,-0.356
677,0,0.004,0.032,0.091,-9.853,0.877,-6.786,-38.44,-83.634,0.69,-0.556,0.288,-0.357
678,-0.099,0.01,-0.037,0.244,-9.978,0.714,-7.419,-39.43,-85.415,0.689,-0.557,0.289,-0.358
679,0.005,-0.018,0.043,0.211,-9.982,0.805,-7.581,-38.47,-85.548,0.688,-0.557,0.29,-0.359
680,0.044,-0.004,0.06,0.148,-9.834,0.944,-7.554,-38.455,-84.822,0.688,-0.556,0.291,-0.36
681,-0.037,0.052,0.042,0.105,-9.973,0.929,-7.157,-39.526,-82.218,0.687,-0.556,0.292,-0.361
682,0.009,-0.002,0.018,0.206,-10.04,0.891,-8.169,-37.339,-85.402,0.686,-0.556,0.292,-0.362
683,0.035,-0.042,0.062,0.144,-10.026,0.944,-7.971,-38.761,-84.408,0.685,-0.556,0.293,-0.363
684,0.003,-0.054,0.04,0.201,-9.982,0.838,-7.957,-40.043,-84.432,0.685,-0.556,0.294,-0.364
685,0.034,-0.019,0.03,0.12,-9.997,0.896,-7.957,-40.043,-84.432,0.684,-0.556,0.294,-0.365
686,0,0.018,-0.016,0.244,-10.026,0.891,-7.852,-39.745,-85.437,0.683,-0.556,0.295,-0.366
687,0.016,0.031,0.039,0.148,-10.035,0.872,-6.693,-39.439,-85.389,0.682,-0.555,0.296,-0.367
688,0.042,-0.017,0.047,0.23,-9.982,0.891,-6.693,-39.439,-85.389,0.682,-0.555,0.297,-0.368
689,-0.026,-0.006,0.04,0.211,-9.949,0.929,-7.22,-40.046,-84.115,0.681,-0.555,0.297,-0.369
690,-0.01,-0.026,0.017,-0.029,-10.117,1.111,-7.845,-38.935,-84.986,0.68,-0.555,0.298,-0.37
691,-0.08,0.027,0.017,0.101,-10.04,0.838,-8.411,-38.436,-84.417,0.679,-0.555,0.299,-0.371
692,-0.12,0.025,-0.009,0.024,-9.987,0.91,-6.643,-41.023,-84.548,0.678,-0.556,0.3,-0.372
693,-0.056,-0.019,-0.005,0.101,-9.911,0.915,-5.961,-37.995,-84.755,0.677,-0.556,0.301,-0.373
694,-0.103,0.062,-0.058,0.249,-10.059,0.757,-6.956,-38.13,-84.214,0.675,-0.556,0.302,-0.374
695,-0.041,0.026,0.025,0.144,-9.925,0.934,-7.425,-38.95,-85.406,0.674,-0.556,0.303,-0.375
696,-0.093,0.041,-0.043,0.182,-10.021,0.69,-5.999,-39.306,-86.231,0.673,-0.556,0.303,-0.376
697,-0.046,0.042,-0.036,0.211,-9.992,0.723,-5.999,-39.306,-86.231,0.672,-0.556,0.304,-0.378
698,0.018,-0.006,0.054,0.134,-9.982,0.728,-6.684,-40.24,-85.404,0.671,-0.556,0.305,-0.378
699,0.005,0,-0.016,0.249,-9.978,0.872,-8.048,-37.999,-86.28,0.671,-0.556,0.306,-0.38
700,0.046,0.01,0.048,0.263,-9.987,0.685,-7.435,-38.956,-85.697,0.67,-0.556,0.306,-0.38
701,0.03,0.007,0.026,0.134,-9.863,0.704,-7.442,-39.766,-86.147,0.669,-0.556,0.307,-0.381
702,0.01,-0.003,0.024,0.23,-9.958,0.786,-6.99,-39.762,-85.696,0.669,-0.556,0.308,-0.382
703,0.046,-0.014,0.037,0.187,-9.997,0.833,-7.82,-39.727,-84.566,0.668,-0.555,0.308,-0.383
704,-0.046,0.003,0.001,0.283,-9.954,0.891,-6.393,-39.277,-85.085,0.667,-0.555,0.309,-0.384
705,-0.038,0.022,-0.007,0.177,-10.035,0.824,-7.871,-38.95,-85.712,0.666,-0.556,0.31,-0.385
706,0.015,-0.047,0.033,0.326,-10.03,0.757,-7.017,-37.359,-85.651,0.665,-0.555,0.31,-0.386
707,0.01,-0.035,0.038,0.196,-9.973,0.824,-7.238,-41.669,-85.161,0.665,-0.555,0.311,-0.387
708,0.018,-0.023,0.052,0.182,-10.131,0.771,-8.165,-41.044,-86.488,0.664,-0.555,0.312,-0.388
709,-0.037,0.066,-0.018,0.201,-10.021,0.742,-8.165,-41.044,-86.488,0.663,-0.555,0.313,-0.389
710,0.006,-0.011,0.029,0.192,-9.958,0.833,-6.823,-41.203,-85.572,0.662,-0.555,0.313,-0.39
711,0.024,0.002,0.039,0.168,-9.93,0.79,-8.12,-38.923,-84.561,0.662,-0.555,0.314,-0.39
712,-0.015,0.02,-0.033,0.182,-9.939,0.939,-7.239,-39.251,-84.39,0.661,-0.555,0.314,-0.392
713,0.007,-0.035,0.057,0.172,-9.935,0.805,-6.698,-38.959,-85.38,0.66,-0.555,0.315,-0.392
714,0.024,-0.034,0.022,0.172,-10.083,0.833,-7.262,-39.586,-85.122,0.659,-0.555,0.316,-0.393
715,0.014,0,0.088,0.158,-9.911,0.771,-7.239,-39.251,-84.39,0.659,-0.554,0.317,-0.394
716,-0.044,0.029,-0.014,0.091,-9.954,0.79,-6.677,-39.43,-84.953,0.658,-0.554,0.317,-0.395
717,0.033,0.001,0.028,0.034,-9.992,0.805,-6.677,-39.43,-84.953,0.657,-0.554,0.318,-0.396
718,0.012,-0.014,0.027,0.235,-9.958,0.79,-7.272,-40.076,-85.567,0.657,-0.554,0.319,-0.396
719,0.039,-0.01,-0.011,0.11,-9.925,0.833,-7.272,-40.076,-85.567,0.656,-0.554,0.319,-0.397
720,0.036,-0.041,0.068,0.206,-10.04,0.733,-7.887,-38.959,-86.148,0.655,-0.554,0.32,-0.398
721,-0.002,0.001,0.024,0.287,-9.958,0.786,-5.956,-38.475,-84.764,0.655,-0.554,0.32,-0.399
722,0.044,-0.008,-0.001,0.12,-10.064,0.733,-7.26,-38.779,-84.817,0.654,-0.553,0.321,-0.4
723,0.054,-0.032,0.063,0.192,-9.968,0.728,-7.435,-38.956,-85.697,0.654,-0.553,0.321,-0.4
724,-0.005,0.021,-0.018,0.129,-10.002,0.824,-7.526,-39.568,-84.407,0.653,-0.553,0.322,-0.401
725,-0.023,0.091,-0.006,-0.019,-10.03,0.747,-8.414,-39.566,-84.874,0.652,-0.553,0.323,-0.403
726,-0.012,0.048,0.038,0.177,-10.054,0.766,-9.06,-38.951,-86.48,0.651,-0.553,0.324,-0.403
727,-0.039,0.089,-0.021,0.168,-9.982,0.881,-6.85,-38.8,-85.527,0.65,-0.552,0.325,-0.405
728,-0.044,0.04,-0.017,0.307,-9.987,0.901,-7.983,-40.058,-85.158,0.649,-0.552,0.325,-0.406
729,-0.032,0.006,0.084,0.254,-10.035,0.862,-7.983,-40.058,-85.158,0.648,-0.552,0.326,-0.406
730,-0.079,0.041,-0.042,0.163,-9.973,0.79,-8.015,-39.592,-85.875,0.647,-0.552,0.327,-0.407
731,-0.058,0.035,-0.02,0.168,-9.987,0.857,-8.094,-38.908,-83.835,0.646,-0.553,0.328,-0.408
732,-0.011,-0.019,0.037,0.244,-9.906,0.766,-8.137,-40.222,-85.456,0.645,-0.552,0.328,-0.409
733,-0.034,0.062,-0.016,0.139,-9.949,0.752,-6.841,-39.601,-85.542,0.644,-0.552,0.329,-0.41
734,0.028,-0.035,0.045,0.129,-10.054,0.671,-7.607,-38.485,-86.274,0.644,-0.552,0.33,-0.41
735,0.011,-0.009,0.023,0.259,-10.059,0.723,-7.572,-39.271,-85.563,0.643,-0.552,0.33,-0.411
736,-0.005,-0.016,-0.006,0.158,-10.026,0.891,-7.419,-39.43,-85.415,0.642,-0.552,0.331,-0.412
737,0.014,-0.064,0.039,0.316,-9.954,0.857,-6.405,-39.606,-85.527,0.642,-0.552,0.331,-0.412
738,0.036,-0.028,0.013,0.235,-9.877,0.766,-6.801,-38.449,-84.069,0.641,-0.552,0.332,-0.413
739,-0.009,-0.025,0.042,0.101,-10.03,0.733,-6.801,-38.449,-84.069,0.641,-0.552,0.332,-0.414
740,-0.002,-0.009,0.077,0.22,-9.944,0.671,-7.573,-40.078,-85.868,0.64,-0.552,0.333,-0.414
741,0.046,-0.021,0.037,0.172,-9.978,0.723,-6.299,-38.985,-86.381,0.64,-0.551,0.334,-0.415
742,0.04,-0.042,0.043,0.216,-10.035,0.848,-6.299,-38.985,-86.381,0.639,-0.551,0.334,-0.416
743,0.003,0.005,0.011,0.22,-9.939,0.738,-7.517,-40.369,-84.422,0.639,-0.551,0.335,-0.416
744,0.022,0.001,0.028,0.153,-10.045,0.733,-6.968,-39.427,-84.964,0.638,-0.551,0.335,-0.417
745,-0.023,0.01,-0.024,0.22,-10.054,0.733,-7.82,-39.727,-84.566,0.637,-0.551,0.336,-0.418
746,0.001,-0.022,0.018,0.22,-9.978,0.757,-8.171,-38.146,-85.708,0.636,-0.551,0.336,-0.419
747,-0.018,-0.026,-0.02,0.072,-9.949,0.632,-7.589,-40.087,-86.304,0.636,-0.551,0.337,-0.419
748,-0.001,-0.03,0.051,0.196,-9.987,0.704,-7.409,-38.941,-84.971,0.635,-0.551,0.337,-0.42
749,0.033,-0.066,0.03,0.158,-9.906,0.81,-7.409,-38.941,-84.971,0.635,-0.55,0.338,-0.42
750,-0.007,0,-0.011,0.182,-10.174,0.786,-7.456,-39.451,-86.432,0.634,-0.55,0.338,-0.421
751,0.052,-0.027,0.058,0.244,-9.982,0.699,-7.527,-37.15,-83.636,0.634,-0.55,0.339,-0.422
752,0.052,-0.019,0.099,0.148,-9.901,0.843,-7.527,-37.15,-83.636,0.633,-0.55,0.339,-0.422
753,0.05,-0.017,0.04,0.268,-10.016,0.781,-6.428,-38.491,-85.796,0.633,-0.549,0.34,-0.423
754,0.064,-0.023,0.02,0.254,-9.987,0.781,-8.022,-37.984,-85.554,0.632,-0.549,0.34,-0.424
755,0.07,-0.03,0.044,0.254,-9.982,0.685,-7.855,-39.425,-85.431,0.632,-0.549,0.341,-0.424
756,0.034,0.025,-0.015,0.235,-9.939,0.766,-8.017,-38.465,-85.563,0.631,-0.549,0.341,-0.425
757,0.043,0.025,0.03,0.196,-10.054,0.795,-6.22,-38.94,-84.203,0.631,-0.548,0.342,-0.426
758,0.125,-0.034,0.076,0.158,-10.064,0.891,-8.013,-38.785,-85.569,0.631,-0.548,0.342,-0.427
759,0.05,-0.112,-0.064,0.12,-9.954,0.958,-6.266,-38.644,-85.358,0.63,-0.548,0.342,-0.427
760,0.03,-0.085,-0.059,0.216,-10.006,0.647,-7.565,-38.461,-85.112,0.63,-0.548,0.342,-0.428
761,0.105,-0.141,0.081,0.144,-10.016,0.896,-7.607,-38.485,-86.274,0.63,-0.547,0.342,-0.428
762,0.098,-0.17,0.017,0.23,-10.016,0.881,-7.607,-38.485,-86.274,0.63,-0.547,0.342,-0.429
763,0.223,-0.222,0.05,0.192,-10.088,0.757,-6.812,-38.455,-84.36,0.63,-0.547,0.341,-0.429
764,0.335,-0.278,0.045,0.364,-9.911,0.733,-6.812,-38.455,-84.36,0.631,-0.546,0.341,-0.429
765,0.468,-0.303,0.032,0.268,-9.997,0.546,-6.98,-39.756,-85.405,0.632,-0.545,0.339,-0.43
766,0.743,-0.371,0.074,0.168,-10.083,0.704,-9.878,-39.554,-85.217,0.634,-0.544,0.337,-0.431
767,0.994,-0.539,0.08,0.005,-10.04,0.977,-7.386,-38.605,-84.239,0.637,-0.541,0.334,-0.431
768,1.101,-0.52,0.042,0.115,-10.318,0.747,-8.519,-38.896,-83.561,0.64,-0.539,0.331,-0.432
769,2.024,-0.256,-0.031,0.752,-9.853,1.662,-9.126,-37.13,-83.694,0.645,-0.533,0.326,-0.436
770,1.736,-0.35,0.007,0.057,-9.872,1.897,-8.115,-36.985,-83.799,0.65,-0.528,0.322,-0.439
771,1.659,-0.211,-0.063,0.206,-9.657,2.021,-8.115,-36.985,-83.799,0.654,-0.523,0.318,-0.442
772,1.925,-0.208,-0.036,-0.56,-9.484,2.098,-9.683,-36.464,-82.832,0.659,-0.516,0.313,-0.445
773,2.058,-0.35,-0.014,0.92,-9.575,3.099,-8.031,-36.454,-81.322,0.664,-0.51,0.308,-0.448
774,2.328,-0.561,0.025,0.738,-9.556,2.874,-8.031,-36.454,-81.322,0.67,-0.503,0.301,-0.451
775,2.307,-0.439,-0.106,-0.426,-9.729,2.385,-10.247,-34.674,-81.803,0.676,-0.496,0.295,-0.455
776,2.525,-0.28,0.117,0.129,-9.657,3.214,-8.598,-33.536,-79.982,0.682,-0.488,0.289,-0.458
777,2.732,-0.035,0.03,0.225,-9.681,3.851,-10.142,-34.614,-78.899,0.688,-0.478,0.284,-0.463
778,3.191,0.118,-0.005,0.369,-8.651,4.354,-9.668,-34.275,-77.716,0.695,-0.466,0.277,-0.468
779,3.416,0.115,-0.309,-0.062,-8.402,3.53,-8.376,-32.365,-77.487,0.701,-0.454,0.27,-0.475
780,3.145,-0.087,-0.246,-0.057,-8.22,4.79,-7.949,-31.57,-77.457,0.708,-0.443,0.262,-0.481
781,2.79,-0.222,-0.145,-0.206,-8.823,4.962,-10.406,-30.403,-76.799,0.713,-0.433,0.255,-0.485
782,2.919,-0.24,-0.222,0.604,-7.53,4.536,-10.513,-31.024,-75.945,0.719,-0.423,0.247,-0.49
783,3.157,-0.255,0.057,-0.139,-8.708,6.644,-11.092,-27.952,-74.892,0.725,-0.412,0.239,-0.494
784,2.672,-0.336,0.074,0.508,-8.459,5.403,-11.092,-27.952,-74.892,0.731,-0.402,0.232,-0.497
785,2.266,-0.155,-0.077,0.105,-8.253,5.82,-8.999,-27.46,-73.068,0.735,-0.394,0.226,-0.5
786,2.427,0.187,-0.034,0.599,-8.071,6.174,-10.621,-26.325,-73.395,0.739,-0.384,0.222,-0.504
787,2.728,0.059,-0.333,0.517,-7.722,6.586,-9.965,-26.451,-71.344,0.743,-0.374,0.215,-0.509
788,2.865,0.405,-0.304,0.105,-8.119,6.299,-9.867,-25.029,-72.183,0.746,-0.362,0.209,-0.515
789,3.389,0.893,-0.223,-0.278,-3.616,6.634,-9.387,-24.203,-70.7,0.751,-0.346,0.204,-0.522
790,3.669,0.947,-0.238,0.948,-6.112,7.295,-9.981,-24.042,-71.009,0.755,-0.329,0.198,-0.529
791,4.229,0.727,0.163,0.445,-5.513,7.611,-9.54,-21.626,-70.077,0.761,-0.31,0.19,-0.534
792,4.366,0.466,0.471,1.557,-5.585,7.712,-10.269,-20.973,-69.946,0.768,-0.291,0.182,-0.538
793,4.366,0.12,0.764,1.164,-4.541,8.268,-8.26,-17.788,-69.522,0.776,-0.272,0.172,-0.54
794,4.366,0.132,0.982,-0.599,-0.905,8.407,-8.26,-17.788,-69.522,0.784,-0.252,0.162,-0.54
795,4.366,0.306,0.943,-0.886,-0.929,8.713,-10.024,-14.07,-68.935,0.792,-0.232,0.153,-0.541
796,4.366,1.023,0.295,0.057,-0.685,6.184,-8.198,-8.487,-68.762,0.797,-0.21,0.145,-0.544
797,4.366,1.61,-0.577,0.148,2.702,7.185,-7.258,-5.803,-69.981,0.799,-0.187,0.139,-0.552
798,4.366,-0.921,-2.37,5.149,-9.757,19.619,-8.513,-3.261,-71.717,0.796,-0.173,0.121,-0.564
799,-0.174,0.087,-1.121,-0.939,1.538,9.561,-7.41,-0.968,-68.589,0.793,-0.173,0.12,-0.568
800,0.234,-0.171,-0.421,-0.833,0.398,10.289,-7.742,0.786,-69.147,0.793,-0.171,0.119,-0.57
801,-0.181,-0.127,-0.366,0.843,3.406,8.43,-6.711,-1.799,-69.594,0.792,-0.171,0.118,-0.572
802,-0.116,-0.162,-0.116,-0.431,0.311,10.169,-8.343,1.104,-69.598,0.791,-0.171,0.117,-0.572
803,-0.002,-0.149,-0.206,-0.249,0.455,9.872,-7.898,0.298,-69.597,0.791,-0.17,0.116,-0.573
804,0.052,-0.111,-0.303,-0.086,0.422,9.958,-7.898,0.298,-69.597,0.79,-0.169,0.115,-0.575
805,0.061,-0.117,-0.174,-0.144,0.014,10.107,-6.897,-0.047,-70.147,0.79,-0.168,0.115,-0.575
806,-0.054,-0.123,0.05,-0.134,0.364,10.021,-6.897,-0.047,-70.147,0.79,-0.167,0.114,-0.575
807,0.025,-0.206,0.035,-0.148,0.412,9.896,-6.904,-0.857,-70.598,0.791,-0.167,0.113,-0.575
808,0.013,-0.079,-0.068,-0.187,0.445,9.944,-7.773,-1.167,-70.635,0.791,-0.165,0.113,-0.576
809,0.081,-0.056,0.006,-0.139,0.508,9.973,-7.156,-0.993,-69.595,0.791,-0.164,0.112,-0.576
810,0.188,-0.077,0.026,-0.172,0.632,10.04,-5.905,0.249,-70.685,0.791,-0.162,0.111,-0.576
811,0.126,-0.032,0.077,-0.139,0.469,9.939,-7.871,-2.105,-69.642,0.792,-0.161,0.111,-0.576
812,0.049,-0.092,0.07,-0.172,0.647,9.834,-6.894,-0.367,-70.153,0.792,-0.159,0.11,-0.576
813,-0.016,0.012,-0.011,-0.067,0.599,9.906,-6.185,1.226,-70.097,0.792,-0.158,0.11,-0.576
814,-0.076,-0.033,0.066,-0.053,0.599,9.887,-6.906,0.754,-70.132,0.792,-0.157,0.11,-0.576
815,0.001,-0.094,0.199,-0.474,-0.211,9.949,-5.857,-0.208,-69.533,0.793,-0.156,0.11,-0.575
816,0.046,-0.109,0.181,-0.105,0.489,9.786,-5.857,-0.208,-69.533,0.794,-0.155,0.109,-0.575
817,0.393,-0.047,0.068,-0.79,0.302,9.69,-7.334,-0.042,-70.163,0.795,-0.153,0.108,-0.575
818,0.038,-0.051,0.04,0.053,0.762,9.853,-7.334,-0.042,-70.163,0.795,-0.151,0.108,-0.575
819,0.195,-0.072,0.015,0.062,0.647,9.891,-7.899,-0.993,-70.057,0.795,-0.15,0.107,-0.575
820,0.143,-0.01,-0.007,-0.192,0.728,9.92,-7.497,0.595,-70.447,0.795,-0.148,0.106,-0.575
821,0.138,-0.042,0.01,-0.115,0.647,9.863,-6.924,-0.062,-70.873,0.796,-0.146,0.105,-0.575
822,0.128,-0.06,0.067,-0.067,0.8,9.872,-6.3,-1.012,-69.999,0.796,-0.145,0.105,-0.575
823,0.062,-0.101,0.094,-0.029,0.771,9.901,-9.1,-1.323,-71.267,0.796,-0.143,0.104,-0.575
824,-0.064,0.001,0.02,0.129,0.675,9.791,-6.75,0.275,-69.991,0.797,-0.143,0.104,-0.575
825,-0.111,-0.026,-0.002,0.019,0.556,10.045,-8.376,0.279,-70.775,0.797,-0.142,0.104,-0.575
826,-0.067,0.003,0.009,-0.053,0.714,9.901,-8.078,-0.849,-70.93,0.797,-0.141,0.104,-0.576
827,-0.021,-0.005,0.05,0.067,0.551,9.935,-6.612,0.43,-70.128,0.797,-0.14,0.104,-0.575
828,-0.039,-0.033,0.018,-0.067,0.575,9.911,-6.612,0.43,-70.128,0.797,-0.139,0.104,-0.576
829,-0.023,0.005,0.032,-0.01,0.666,9.863,-6.939,-0.071,-71.309,0.797,-0.138,0.104,-0.576
830,-0.011,-0.005,0.03,-0.134,0.522,9.93,-7.812,-0.06,-71.34,0.797,-0.137,0.104,-0.576
831,-0.024,-0.024,0.024,0.01,0.642,9.872,-6.915,-0.863,-70.888,0.797,-0.136,0.103,-0.576
832,-0.049,-0.027,0.051,-0.072,0.46,9.911,-7.146,-0.987,-69.305,0.798,-0.135,0.103,-0.576
833,0.007,-0.023,0.075,-0.043,0.589,9.853,-7.267,-0.326,-68.427,0.798,-0.134,0.103,-0.575
834,0.042,-0.052,0.096,-0.139,0.565,9.887,-7.92,-0.521,-70.484,0.798,-0.133,0.103,-0.575
835,0.041,-0.001,0.038,0.024,0.695,9.896,-6.777,0.26,-70.717,0.799,-0.132,0.102,-0.575
836,0.035,0.026,0.059,-0.139,0.599,9.92,-7.183,1.41,-69.55,0.799,-0.131,0.102,-0.575
837,-0.014,0.037,-0.006,-0.081,0.57,9.882,-7.183,1.41,-69.55,0.799,-0.13,0.102,-0.575
838,0.027,0.062,-0.007,-0.211,0.56,9.997,-6.308,1.079,-69.525,0.799,-0.128,0.102,-0.576
839,0.018,0.009,0.066,-0.12,0.651,9.743,-7.207,-0.216,-70.742,0.799,-0.127,0.102,-0.575
840,0.067,-0.058,0.071,0,0.69,9.958,-7.207,-0.216,-70.742,0.8,-0.126,0.101,-0.575
841,-0.079,0.034,0.128,0.019,1.049,9.877,-7.178,-0.521,-70.022,0.8,-0.125,0.102,-0.575
842,0.012,-0.053,0.078,-0.148,0.651,9.973,-7.376,-0.066,-71.325,0.8,-0.124,0.101,-0.575
843,-0.007,0.001,0.104,0.01,0.723,9.834,-7.369,0.744,-70.874,0.801,-0.123,0.101,-0.575
844,0.054,-0.039,0.074,-0.019,0.709,9.896,-9.071,-0.177,-70.084,0.801,-0.122,0.101,-0.574
845,-0.031,0.045,-0.005,-0.057,0.56,9.906,-8.32,1.44,-68.866,0.801,-0.121,0.101,-0.575
846,-0.059,0.048,0.137,-0.005,0.618,9.872,-8.092,0.433,-70.906,0.802,-0.12,0.101,-0.574
847,-0.028,0.04,0.065,-0.086,0.632,9.82,-6.318,0.59,-69.969,0.802,-0.119,0.101,-0.574
848,0.036,0.007,0.036,-0.019,0.551,9.939,-6.912,1.235,-70.123,0.802,-0.118,0.101,-0.574
849,0.063,0.066,0.048,0.005,0.795,9.872,-7.313,0.454,-69.428,0.802,-0.116,0.101,-0.574
850,0.063,0.01,0.029,-0.12,0.714,9.877,-7.313,0.454,-69.428,0.802,-0.115,0.1,-0.574
851,0.07,-0.009,0.104,-0.024,0.671,9.954,-7.486,1.085,-70.002,0.803,-0.114,0.1,-0.574
852,0.006,0.059,0.034,0.096,0.589,9.93,-7.486,1.085,-70.002,0.803,-0.113,0.1,-0.574
853,0.054,-0.031,0.023,0.072,0.623,9.982,-7.313,0.454,-69.428,0.803,-0.111,0.099,-0.574
854,0.009,0.028,-0.013,-0.177,0.632,9.858,-6.728,0.61,-69.259,0.803,-0.11,0.099,-0.574
855,-0.04,0.023,0.007,-0.048,0.604,9.858,-7.346,2.047,-69.834,0.803,-0.11,0.099,-0.574
856,0.034,-0.027,0.043,-0.072,0.666,9.844,-5.903,1.056,-70.38,0.803,-0.109,0.099,-0.574
857,0.05,-0.037,0.026,-0.091,0.762,9.887,-9.46,0.339,-68.639,0.804,-0.108,0.098,-0.574
858,0.042,0.018,0,-0.067,0.781,9.954,-8.478,1.596,-69.159,0.804,-0.106,0.098,-0.574
859,0.013,0.001,-0.023,-0.014,0.589,9.939,-8.478,1.596,-69.159,0.804,-0.105,0.098,-0.574
860,0.001,0.031,-0.002,0.043,0.594,9.944,-7.775,0.444,-70.17,0.804,-0.104,0.098,-0.575
861,0.06,0.022,0.031,-0.053,0.699,9.815,-8.038,1.27,-69.149,0.804,-0.103,0.097,-0.575
862,0.03,-0.017,0.011,-0.057,0.637,9.815,-8.038,1.27,-69.149,0.804,-0.102,0.097,-0.575
863,0.043,-0.012,0.044,-0.057,0.699,9.877,-7.488,-0.206,-70.462,0.804,-0.101,0.097,-0.575
864,0.023,0.006,-0.023,0.062,0.604,9.829,-7.913,0.289,-70.033,0.804,-0.1,0.096,-0.575
865,-0.04,0.009,-0.021,-0.081,0.618,9.896,-8.42,1.866,-71.471,0.804,-0.1,0.096,-0.575
866,0.049,-0.018,-0.011,-0.062,0.618,9.848,-6.334,0.581,-70.405,0.804,-0.099,0.096,-0.575
867,0.043,-0.023,0.025,-0.057,0.56,9.954,-6.753,1.886,-69.525,0.805,-0.098,0.095,-0.575
868,-0.001,-0.04,0.027,0.01,0.642,9.973,-7.238,1.057,-71.153,0.805,-0.097,0.095,-0.575
869,0.028,-0.039,-0.022,-0.158,0.532,9.858,-6.619,-0.38,-70.578,0.805,-0.096,0.094,-0.575
870,-0.017,0.049,-0.039,0.01,0.675,9.93,-7.166,2.226,-68.809,0.805,-0.095,0.094,-0.576
871,0.015,0.026,-0.002,-0.019,0.661,9.978,-7.166,2.226,-68.809,0.805,-0.094,0.094,-0.576
872,-0.018,0.009,0.005,-0.014,0.613,9.915,-8.511,1.254,-70.181,0.805,-0.094,0.094,-0.576
873,0.04,-0.047,0.023,0.024,0.714,9.963,-7.479,-1.007,-70.477,0.805,-0.093,0.093,-0.576
