gx,gy,gz,ax,ay,az,mx,my,mz,q0,q1,q2,q3
0.006,0.025,0.049,0.053,0.091,9.92,-10.5,3.15,-28.13,0.836,-0.019,-0.134,0.528
0.006,0.011,0.038,-0.163,0.105,9.781,-9.0,4.35,-27.68,0.836,-0.019,-0.134,0.528
-0.053,0.027,-0.026,-0.12,0.206,9.949,-9.0,4.35,-27.68,0.836,-0.019,-0.133,0.528
0.016,-0.005,0.062,0.053,0.067,9.949,-9.3,3.9,-28.13,0.836,-0.019,-0.133,0.528
-0.084,0.04,-0.02,0.11,0.11,9.872,-9.3,3.9,-28.13,0.836,-0.019,-0.133,0.528
-0.036,0.025,-0.029,0.053,0.086,9.882,-9.9,4.8,-29.93,0.836,-0.019,-0.133,0.528
0.0,-0.027,0.011,-0.038,0.057,9.877,-10.8,4.65,-27.08,0.836,-0.019,-0.133,0.528
0.035,0.031,-0.007,0.062,0.034,9.872,-10.2,3.0,-27.23,0.836,-0.019,-0.133,0.528
0.032,-0.025,-0.007,0.005,0.139,9.939,-9.45,4.35,-28.43,0.836,-0.018,-0.132,0.528
0.033,-0.023,0.056,-0.148,0.029,9.872,-10.5,4.2,-27.08,0.836,-0.018,-0.132,0.529
-0.049,0.076,-0.007,-0.038,0.067,9.829,-9.45,3.3,-28.73,0.836,-0.018,-0.132,0.529
0.03,0.034,0.013,-0.034,0.148,9.724,-9.45,3.3,-28.73,0.836,-0.018,-0.131,0.529
0.057,-0.017,0.02,-0.048,0.101,9.815,-9.6,5.4,-27.08,0.836,-0.018,-0.131,0.529
0.021,0.008,-0.061,-0.168,0.014,9.935,-11.1,5.55,-26.18,0.836,-0.017,-0.131,0.529
-0.013,0.048,0.019,-0.077,0.0,9.853,-11.1,5.55,-26.18,0.836,-0.018,-0.131,0.529
0.017,0.048,-0.008,-0.029,0.062,9.968,-10.65,4.05,-27.68,0.836,-0.018,-0.131,0.529
0.1,-0.007,-0.01,-0.139,0.077,9.901,-11.1,4.8,-27.68,0.836,-0.017,-0.131,0.529
0.012,0.061,-0.003,-0.01,0.115,9.863,-10.2,3.3,-27.68,0.836,-0.017,-0.13,0.529
0.014,0.062,-0.007,-0.129,0.125,9.815,-10.65,3.3,-27.23,0.836,-0.017,-0.13,0.529
0.013,-0.05,0.081,-0.067,0.11,9.906,-9.45,2.55,-26.93,0.836,-0.016,-0.13,0.529
0.041,0.04,0.012,-0.086,0.115,9.935,-9.0,3.75,-27.98,0.836,-0.016,-0.13,0.529
0.027,0.022,-0.006,0.019,0.182,9.848,-9.0,3.75,-27.98,0.836,-0.016,-0.129,0.529
0.088,-0.029,0.018,-0.153,0.144,9.839,-9.3,3.15,-27.08,0.836,-0.015,-0.129,0.53
0.023,0.012,-0.032,0.134,0.225,10.016,-11.4,2.55,-27.68,0.836,-0.015,-0.129,0.53
0.041,0.02,0.05,-0.125,0.158,9.81,-10.65,3.3,-29.18,0.836,-0.015,-0.128,0.53
-0.01,0.068,-0.028,-0.029,0.129,9.724,-8.4,3.9,-28.58,0.836,-0.015,-0.128,0.53
0.053,-0.005,0.027,0.014,0.129,10.021,-10.65,2.55,-27.68,0.836,-0.014,-0.128,0.53
-0.047,0.062,-0.035,-0.196,0.148,9.882,-11.1,3.75,-28.43,0.836,-0.014,-0.128,0.53
0.043,0.007,0.058,-0.077,0.125,9.896,-11.1,3.75,-28.43,0.836,-0.014,-0.127,0.53
0.045,-0.017,0.002,0.067,0.417,9.872,-9.3,3.9,-28.58,0.836,-0.014,-0.127,0.53
-0.007,0.021,-0.036,0.096,0.172,9.92,-9.3,3.9,-28.58,0.836,-0.014,-0.127,0.53
0.029,-0.032,0.01,-0.115,0.201,9.891,-10.05,2.4,-28.58,0.836,-0.013,-0.127,0.53
0.095,0.002,0.024,-0.01,0.254,9.901,-10.5,3.9,-28.13,0.836,-0.013,-0.126,0.53
0.084,-0.011,-0.026,0.01,0.216,9.896,-9.9,2.55,-28.43,0.836,-0.012,-0.126,0.53
0.044,0.073,-0.017,-0.081,0.163,9.896,-11.4,3.3,-29.48,0.836,-0.012,-0.126,0.53
0.14,-0.032,0.001,-0.057,0.297,9.915,-10.65,3.75,-29.18,0.836,-0.011,-0.125,0.53
0.012,0.052,-0.032,-0.072,0.378,9.796,-9.6,3.15,-28.58,0.836,-0.011,-0.125,0.53
0.056,0.055,-0.072,-0.139,0.364,9.839,-9.6,3.15,-28.58,0.837,-0.01,-0.124,0.53
0.099,-0.037,-0.031,-0.029,0.34,9.829,-12.6,2.55,-29.18,0.837,-0.01,-0.124,0.53
0.043,0.062,-0.011,-0.005,0.335,9.786,-11.25,3.15,-28.58,0.837,-0.009,-0.124,0.53
0.094,0.008,0.068,0.014,0.283,9.829,-11.25,3.15,-28.58,0.837,-0.009,-0.124,0.531
0.031,0.005,-0.029,-0.086,0.383,9.733,-10.05,3.9,-28.88,0.837,-0.009,-0.123,0.53
0.058,-0.007,0.115,-0.11,0.273,9.949,-9.0,3.3,-27.23,0.836,-0.008,-0.123,0.531
0.01,0.079,-0.024,0.029,0.364,9.877,-10.8,4.65,-28.58,0.836,-0.008,-0.123,0.531
0.1,0.021,-0.015,0.182,0.316,9.863,-10.5,3.15,-28.58,0.836,-0.008,-0.122,0.531
0.039,-0.026,0.053,-0.029,0.331,9.532,-9.0,3.3,-27.23,0.836,-0.007,-0.122,0.531
-0.006,0.081,0.004,-0.014,0.388,9.863,-10.2,3.0,-27.23,0.836,-0.007,-0.122,0.531
0.027,-0.024,0.015,0.091,0.316,9.844,-10.2,3.0,-27.23,0.836,-0.007,-0.122,0.531
0.017,0.035,-0.05,-0.053,0.398,9.963,-10.2,3.3,-28.43,0.836,-0.007,-0.122,0.531
-0.005,0.052,-0.015,-0.01,0.527,9.896,-10.2,3.3,-28.43,0.836,-0.007,-0.121,0.531
-0.041,0.078,0.005,-0.019,0.493,9.786,-10.2,2.55,-26.93,0.837,-0.007,-0.121,0.531
0.036,0.021,0.028,-0.077,0.551,9.705,-9.9,4.05,-27.98,0.836,-0.007,-0.121,0.531
0.031,0.091,0.031,-0.129,0.469,9.839,-10.8,2.7,-27.38,0.836,-0.007,-0.12,0.532
0.042,-0.012,-0.001,-0.005,0.479,9.781,-10.2,3.0,-26.93,0.836,-0.006,-0.12,0.532
-0.037,0.054,-0.003,-0.062,0.407,9.896,-11.1,2.55,-27.98,0.836,-0.006,-0.12,0.532
0.003,0.008,0.021,-0.005,0.412,9.8,-8.7,3.0,-28.43,0.836,-0.006,-0.12,0.532
-0.049,0.07,-0.019,-0.072,0.417,9.743,-8.7,3.0,-28.43,0.836,-0.006,-0.119,0.532
-0.012,0.042,0.007,-0.125,0.412,9.791,-11.25,4.65,-28.88,0.836,-0.006,-0.119,0.532
0.01,0.023,0.066,-0.038,0.455,9.685,-10.2,2.25,-27.98,0.836,-0.006,-0.119,0.532
-0.051,0.024,0.035,0.062,0.35,9.853,-9.6,3.15,-28.88,0.836,-0.006,-0.119,0.532
0.011,0.013,0.055,-0.034,0.412,9.81,-11.1,2.25,-29.18,0.836,-0.006,-0.119,0.532
-0.009,-0.034,0.045,-0.158,0.498,9.872,-11.7,3.45,-27.83,0.836,-0.006,-0.119,0.533
-0.026,0.062,-0.027,-0.081,0.283,9.757,-9.6,3.15,-28.13,0.836,-0.006,-0.119,0.533
0.066,-0.025,0.032,0.101,0.35,9.599,-9.6,3.15,-28.13,0.836,-0.006,-0.119,0.533
-0.063,0.055,0.015,-0.067,0.441,9.839,-9.6,0.9,-26.63,0.836,-0.006,-0.118,0.533
-0.047,0.042,-0.074,-0.005,0.388,9.786,-11.1,3.0,-27.98,0.836,-0.006,-0.119,0.533
0.022,-0.022,0.012,-0.024,0.489,9.839,-9.9,2.55,-29.48,0.836,-0.005,-0.118,0.533
0.008,0.01,-0.001,-0.072,0.388,9.882,-11.85,2.25,-27.68,0.836,-0.005,-0.118,0.533
0.004,0.044,-0.113,0.115,0.422,9.901,-11.25,2.7,-27.83,0.836,-0.005,-0.118,0.532
-0.045,0.074,-0.067,0.014,0.556,9.867,-9.9,3.0,-27.98,0.836,-0.005,-0.118,0.532
0.04,0.03,-0.005,-0.038,0.374,9.786,-10.65,3.75,-28.73,0.836,-0.005,-0.118,0.532
0.059,-0.007,-0.002,0.01,0.536,9.901,-9.45,3.3,-28.43,0.836,-0.004,-0.118,0.532
0.009,0.042,-0.04,-0.072,0.493,9.844,-9.45,3.3,-28.43,0.837,-0.004,-0.117,0.532
0.166,0.089,-0.016,-0.699,0.048,10.96,-9.9,3.0,-27.23,0.837,-0.004,-0.116,0.532
0.029,0.074,-0.043,-0.139,0.374,9.719,-9.9,3.0,-27.68,0.837,-0.004,-0.116,0.532
0.033,0.068,-0.026,-0.01,0.508,9.973,-10.2,3.0,-26.93,0.837,-0.004,-0.116,0.532
0.211,0.015,-0.024,-0.134,0.589,9.776,-10.05,2.7,-27.38,0.837,-0.003,-0.115,0.532
0.194,-0.062,0.005,0.029,0.508,9.896,-12.0,2.4,-27.38,0.837,-0.001,-0.115,0.532
0.213,-0.025,0.043,0.043,0.565,9.901,-10.5,3.15,-27.83,0.837,-0.0,-0.114,0.533
0.277,-0.002,0.013,-0.053,0.699,9.939,-10.65,3.0,-27.23,0.837,0.001,-0.114,0.533
0.386,0.054,-0.017,0.005,0.623,9.757,-10.5,1.95,-26.63,0.837,0.003,-0.112,0.533
0.798,0.058,-0.014,-0.014,0.695,9.853,-11.7,2.4,-27.08,0.837,0.006,-0.11,0.533
0.471,0.043,0.01,-0.077,0.781,9.494,-11.7,2.4,-27.08,0.837,0.008,-0.109,0.534
0.454,0.008,0.022,0.053,0.786,10.136,-10.8,1.95,-27.38,0.836,0.01,-0.108,0.534
0.589,0.066,-0.017,0.024,0.996,9.786,-11.25,2.7,-28.88,0.836,0.013,-0.106,0.534
0.435,0.048,0.053,-0.958,0.752,9.647,-9.45,1.5,-27.68,0.836,0.014,-0.104,0.535
0.429,0.085,-0.001,-0.139,0.996,9.92,-9.9,1.5,-28.73,0.836,0.016,-0.103,0.535
0.524,-0.01,0.094,-0.043,1.121,9.8,-10.65,1.5,-28.43,0.836,0.019,-0.101,0.536
0.488,0.094,0.018,-0.005,1.265,9.671,-11.85,1.05,-26.48,0.836,0.021,-0.1,0.536
0.691,-0.007,0.078,0.048,1.217,9.968,-11.1,1.5,-26.93,0.835,0.024,-0.098,0.537
0.816,0.038,0.048,0.086,1.466,9.935,-12.3,1.8,-26.48,0.835,0.027,-0.096,0.538
0.795,0.115,-0.032,-0.263,1.581,8.991,-12.3,1.8,-26.48,0.835,0.03,-0.094,0.538
0.903,0.088,-0.115,-0.12,1.375,9.877,-10.5,-0.6,-26.63,0.835,0.034,-0.091,0.538
1.145,-0.007,0.236,0.077,1.657,9.47,-11.1,-0.45,-27.23,0.834,0.039,-0.088,0.54
1.351,-0.024,0.273,0.316,1.37,11.113,-11.25,1.2,-26.63,0.833,0.045,-0.085,0.541
1.557,0.161,-0.087,-0.187,1.471,12.148,-11.25,-1.35,-25.58,0.833,0.051,-0.08,0.542
0.758,0.154,0.245,-0.211,2.136,8.723,-11.25,-0.6,-24.83,0.832,0.054,-0.078,0.543
0.808,0.059,0.084,-0.465,2.156,9.662,-11.25,-1.8,-25.13,0.832,0.057,-0.075,0.544
0.809,0.167,0.031,0.129,2.127,10.744,-11.25,-1.8,-25.13,0.831,0.061,-0.073,0.545
0.7,0.054,0.135,-0.268,1.48,11.142,-12.3,-2.7,-24.68,0.831,0.063,-0.071,0.546
0.505,0.056,0.33,-0.445,2.266,9.034,-10.8,-2.1,-25.13,0.829,0.066,-0.07,0.547
0.419,0.067,0.174,-0.101,2.524,8.751,-9.45,-2.25,-26.93,0.829,0.067,-0.068,0.548
0.074,0.033,0.048,0.268,2.836,9.293,-11.1,-2.25,-25.73,0.829,0.068,-0.068,0.548
-0.097,0.05,-0.015,-0.163,2.663,9.398,-10.05,-2.4,-25.88,0.829,0.068,-0.068,0.548
0.197,-0.045,-0.125,-0.192,2.62,10.505,-11.7,-2.4,-24.83,0.829,0.069,-0.068,0.548
0.234,0.037,-0.049,-0.283,2.544,9.317,-11.7,-2.4,-24.83,0.829,0.07,-0.067,0.548
0.177,-0.152,0.06,-0.201,2.62,9.628,-10.05,-2.1,-26.33,0.828,0.072,-0.067,0.548
0.077,0.047,0.018,0.01,2.644,9.618,-12.6,-3.0,-26.93,0.828,0.072,-0.067,0.549
0.356,-0.021,0.045,-0.168,2.5,9.954,-12.6,-3.0,-26.93,0.828,0.074,-0.066,0.549
0.387,0.038,0.007,-0.105,2.711,9.527,-10.05,-2.85,-27.08,0.828,0.076,-0.065,0.549
0.032,0.044,-0.053,0.01,2.864,9.326,-10.05,-2.1,-27.08,0.828,0.076,-0.065,0.549
0.188,0.005,-0.001,0.101,2.812,9.518,-11.1,-3.0,-26.48,0.828,0.077,-0.064,0.549
0.483,0.047,-0.011,-0.01,2.86,9.781,-10.5,-2.85,-25.88,0.828,0.079,-0.063,0.549
0.669,-0.046,0.034,0.01,3.003,9.144,-10.65,-2.25,-27.98,0.827,0.082,-0.061,0.55
0.672,0.008,0.014,-0.244,2.802,9.417,-9.6,-2.1,-26.63,0.827,0.085,-0.059,0.55
0.685,0.037,-0.081,-0.316,2.96,9.436,-9.6,-2.1,-26.63,0.827,0.088,-0.057,0.55
0.699,-0.066,0.065,-0.043,3.171,9.312,-10.8,-3.6,-26.33,0.826,0.092,-0.055,0.55
0.539,-0.109,0.16,-0.115,3.291,9.451,-9.9,-3.75,-26.48,0.825,0.094,-0.054,0.551
1.494,-0.823,0.575,-0.781,2.639,-6.529,-12.6,-3.45,-26.18,0.823,0.104,-0.054,0.553
1.72,0.502,0.096,-0.675,2.975,7.678,-10.8,-3.6,-25.13,0.821,0.11,-0.047,0.555
2.334,0.285,0.074,-0.172,4.158,8.55,-10.5,-4.35,-24.83,0.82,0.119,-0.039,0.556
2.135,0.033,0.111,0.014,4.119,9.278,-10.5,-6.15,-24.83,0.818,0.128,-0.033,0.556
2.13,-0.003,0.089,-0.105,4.196,8.737,-10.5,-6.15,-24.83,0.816,0.137,-0.027,0.557
1.664,0.051,0.008,-0.182,4.388,8.258,-10.5,-5.85,-25.58,0.815,0.144,-0.022,0.557
1.405,0.105,0.088,-0.158,4.742,8.229,-12.45,-7.35,-24.08,0.814,0.15,-0.018,0.558
1.369,0.053,0.161,0.005,4.977,8.795,-10.8,-6.9,-24.38,0.812,0.156,-0.014,0.559
1.887,0.043,0.162,-0.22,5.068,9.015,-12.6,-6.75,-23.78,0.81,0.163,-0.009,0.56
2.548,0.039,-0.0,-0.12,5.231,8.962,-11.7,-8.1,-23.63,0.808,0.174,-0.002,0.56
3.442,-0.258,-0.163,-0.733,6.39,7.731,-10.8,-7.65,-24.08,0.805,0.189,0.007,0.559
3.943,-0.107,-0.056,-1.226,5.815,8.737,-10.65,-9.3,-22.73,0.801,0.205,0.018,0.559
4.366,-0.999,0.381,1.614,-13.168,0.742,-10.65,-11.55,-22.28,0.796,0.224,0.023,0.559
3.072,0.128,0.278,-0.11,7.501,5.303,-10.65,-12.0,-21.53,0.791,0.237,0.033,0.56
2.211,0.551,0.195,1.274,-1.25,7.247,-10.65,-12.0,-21.53,0.788,0.243,0.039,0.562
1.278,0.389,0.402,-0.105,7.257,5.547,-11.25,-12.9,-21.38,0.785,0.248,0.044,0.563
0.821,0.273,0.361,0.148,7.401,6.237,-11.1,-12.75,-20.78,0.782,0.251,0.047,0.565
0.646,0.246,0.212,0.158,7.396,6.318,-11.1,-13.8,-20.78,0.781,0.254,0.05,0.566
0.678,0.065,0.107,0.034,7.348,6.347,-9.45,-15.0,-19.73,0.779,0.257,0.052,0.566
0.782,0.145,0.071,0.139,7.353,6.62,-8.7,-14.55,-19.28,0.778,0.26,0.055,0.566
1.068,0.106,0.058,-0.206,7.712,6.505,-9.45,-14.55,-20.78,0.776,0.265,0.059,0.566
1.442,0.124,0.152,-0.014,7.468,6.447,-10.2,-14.25,-20.03,0.774,0.27,0.064,0.567
1.7,0.235,0.187,-0.148,7.664,6.371,-10.65,-15.3,-21.53,0.771,0.277,0.07,0.567
2.034,0.234,0.129,0.091,7.918,6.031,-10.65,-15.3,-21.53,0.767,0.285,0.076,0.567
2.335,0.372,0.315,0.68,7.171,6.016,-11.1,-16.05,-20.03,0.762,0.293,0.084,0.568
2.79,0.026,0.042,-0.331,12.253,1.595,-10.05,-15.9,-19.58,0.758,0.305,0.093,0.566
2.373,0.226,0.154,-0.302,8.263,5.437,-10.8,-16.95,-19.58,0.753,0.314,0.1,0.566
2.189,0.084,0.085,-0.316,9.657,3.957,-10.2,-17.55,-21.23,0.749,0.323,0.107,0.565
1.845,-0.002,0.108,-0.958,7.99,5.264,-9.3,-17.7,-19.13,0.746,0.33,0.113,0.564
1.485,-0.086,0.041,-0.053,8.933,4.23,-8.4,-18.45,-18.38,0.743,0.337,0.117,0.563
1.338,-0.071,-0.013,-0.019,8.866,4.081,-8.4,-18.45,-18.38,0.741,0.343,0.121,0.562
1.115,-0.018,-0.008,0.053,9.044,3.099,-10.5,-18.9,-17.63,0.738,0.348,0.125,0.561
1.071,0.036,-0.12,0.014,8.943,3.616,-10.5,-18.9,-17.63,0.737,0.352,0.128,0.56
1.164,-0.156,-0.068,0.168,8.847,3.928,-9.3,-19.2,-16.88,0.735,0.357,0.131,0.559
0.865,-0.329,-0.179,-0.24,9.091,3.894,-8.85,-19.95,-16.13,0.733,0.362,0.133,0.557
0.773,-0.077,-0.089,-0.168,8.996,2.951,-9.45,-20.85,-17.48,0.732,0.366,0.136,0.555
0.496,-0.1,-0.024,-0.187,9.096,3.233,-9.9,-19.8,-17.48,0.731,0.368,0.138,0.554
0.528,-0.058,0.045,-0.01,9.183,3.755,-9.9,-19.8,-17.48,0.73,0.371,0.139,0.554
0.895,0.032,-0.002,-0.34,9.178,3.444,-10.2,-20.1,-17.48,0.728,0.375,0.142,0.553
1.01,-0.024,0.013,-0.01,9.183,3.693,-10.2,-20.1,-17.48,0.726,0.379,0.145,0.552
1.03,0.056,0.048,-0.086,9.398,2.448,-10.5,-21.9,-15.68,0.723,0.384,0.149,0.552
1.055,0.089,-0.033,-0.259,8.771,4.661,-9.3,-22.65,-15.38,0.721,0.387,0.152,0.551
1.146,-0.015,0.02,0.005,9.149,3.66,-11.25,-22.2,-16.43,0.719,0.392,0.155,0.55
1.302,-0.082,0.105,0.192,9.288,2.74,-10.05,-21.9,-15.68,0.715,0.398,0.159,0.549
1.076,-0.037,0.071,0.235,9.556,2.807,-9.6,-22.65,-14.18,0.713,0.403,0.162,0.548
1.187,-0.041,0.041,0.019,9.412,3.142,-7.65,-21.9,-15.38,0.71,0.407,0.166,0.547
0.995,-0.004,0.006,-0.081,9.274,2.879,-7.65,-21.9,-15.38,0.708,0.411,0.169,0.546
0.957,-0.245,-0.054,0.608,9.776,1.269,-10.05,-22.2,-14.18,0.706,0.416,0.171,0.544
1.121,-0.198,0.044,-0.029,9.532,2.615,-9.45,-22.35,-13.73,0.703,0.422,0.174,0.542
1.008,-0.223,0.016,-0.168,9.355,2.529,-10.05,-22.65,-13.43,0.701,0.426,0.176,0.541
1.427,-0.032,-0.003,-0.014,9.398,1.245,-11.1,-23.1,-12.98,0.698,0.432,0.18,0.539
1.053,-0.333,-0.11,0.148,9.585,2.141,-10.2,-23.55,-12.53,0.696,0.437,0.182,0.537
1.259,-0.404,0.052,-0.101,9.685,1.921,-8.85,-22.65,-11.63,0.693,0.443,0.185,0.535
1.277,-0.348,-0.135,0.22,9.618,1.844,-10.2,-25.05,-12.23,0.69,0.449,0.188,0.532
0.956,-0.305,-0.156,-0.125,9.532,1.811,-9.6,-24.45,-10.43,0.688,0.454,0.19,0.53
0.959,-0.104,-0.037,-0.359,9.81,0.656,-10.05,-24.15,-11.93,0.686,0.458,0.193,0.528
0.823,-0.016,0.019,0.316,9.7,0.905,-10.05,-24.15,-11.93,0.684,0.461,0.195,0.527
0.784,-0.01,0.044,0.129,9.59,1.36,-8.85,-23.7,-11.93,0.682,0.465,0.198,0.526
0.633,0.001,0.002,0.029,9.7,0.604,-10.65,-23.85,-10.28,0.68,0.468,0.2,0.525
0.774,0.099,0.008,0.062,9.676,0.838,-10.2,-24.6,-10.28,0.677,0.471,0.202,0.525
0.824,-0.002,0.093,0.091,9.685,0.781,-9.0,-24.6,-11.78,0.675,0.474,0.205,0.524
0.87,-0.032,0.063,-0.005,9.8,0.551,-9.45,-25.8,-10.28,0.672,0.478,0.207,0.523
0.9,-0.084,0.103,-0.072,9.743,0.493,-9.6,-24.9,-8.93,0.67,0.482,0.21,0.522
0.787,-0.063,0.049,0.019,9.891,0.125,-9.6,-24.9,-8.93,0.667,0.485,0.212,0.52
0.64,-0.055,0.061,-0.005,9.786,-0.081,-8.7,-26.1,-9.08,0.665,0.489,0.214,0.519
0.648,-0.02,0.042,0.024,9.633,0.182,-10.65,-25.35,-9.83,0.663,0.491,0.216,0.519
0.37,0.029,0.015,-0.038,9.791,-0.287,-10.65,-26.55,-9.83,0.662,0.493,0.217,0.518
0.55,-0.191,-0.015,-0.819,9.944,-0.326,-9.45,-26.1,-9.53,0.66,0.496,0.219,0.516
0.514,-0.003,-0.022,0.053,9.925,-0.019,-9.45,-25.8,-11.33,0.659,0.498,0.22,0.515
0.509,-0.093,-0.046,0.053,9.7,-0.412,-9.3,-24.9,-8.63,0.657,0.501,0.222,0.514
0.49,-0.205,-0.066,-0.144,9.676,0.22,-9.3,-24.9,-8.63,0.656,0.504,0.223,0.512
0.417,-0.177,-0.101,0.091,9.662,0.043,-9.3,-25.2,-10.13,0.655,0.506,0.224,0.511
0.487,-0.252,-0.144,0.273,9.547,1.289,-10.2,-26.1,-9.08,0.655,0.508,0.225,0.509
0.67,-0.098,-0.034,-0.148,9.714,-0.498,-8.25,-25.8,-7.58,0.653,0.511,0.228,0.507
0.547,-0.111,0.021,-0.053,9.786,-1.14,-9.3,-25.2,-7.88,0.651,0.514,0.229,0.506
0.473,-0.007,-0.038,-0.062,9.762,-0.824,-8.7,-26.1,-8.03,0.649,0.516,0.231,0.505
0.452,-0.048,0.027,-0.148,9.738,-0.728,-9.3,-25.95,-8.63,0.648,0.519,0.232,0.504
0.352,0.051,0.024,0.01,9.753,-0.489,-9.6,-25.65,-7.88,0.646,0.52,0.234,0.503
0.377,0.042,-0.03,0.034,9.767,-0.867,-6.9,-26.25,-7.88,0.645,0.522,0.236,0.502
0.363,-0.065,0.025,0.067,9.709,-0.924,-6.9,-26.25,-7.88,0.644,0.524,0.237,0.501
0.053,0.028,0.053,-0.057,9.666,-0.996,-10.05,-26.7,-7.43,0.643,0.525,0.237,0.501
-0.096,-0.005,0.038,-0.048,9.753,-0.771,-10.05,-26.25,-8.63,0.643,0.525,0.237,0.501
-0.099,0.057,-0.01,-0.043,9.69,-0.623,-8.85,-25.95,-8.18,0.643,0.525,0.238,0.501
0.078,-0.009,0.007,-0.072,9.748,-0.786,-10.05,-25.65,-8.18,0.642,0.526,0.238,0.501
0.151,0.053,-0.011,-0.029,9.743,-0.742,-8.85,-25.95,-7.88,0.642,0.527,0.239,0.5
0.189,0.056,-0.006,-0.091,9.618,-1.025,-10.5,-25.95,-7.43,0.641,0.528,0.241,0.5
0.284,-0.005,0.036,-0.062,9.633,-0.92,-9.0,-26.55,-6.83,0.64,0.529,0.242,0.499
0.193,-0.005,-0.025,0.043,9.891,-0.924,-8.7,-25.35,-7.58,0.639,0.531,0.243,0.498
0.104,-0.033,0.023,-0.105,9.705,-1.135,-9.9,-27.3,-7.28,0.638,0.532,0.243,0.498
0.054,0.003,0.04,-0.091,9.729,-1.212,-9.9,-27.3,-7.28,0.637,0.532,0.244,0.497
-0.002,-0.015,0.044,-0.11,9.762,-1.059,-11.25,-26.25,-8.18,0.637,0.533,0.244,0.497
-0.165,0.045,-0.025,-0.067,9.7,-1.078,-9.45,-26.85,-7.58,0.637,0.533,0.244,0.497
-0.258,0.008,-0.013,-0.129,9.647,-0.953,-8.25,-27.3,-6.08,0.637,0.533,0.244,0.497
-0.143,-0.019,0.012,-0.125,9.628,-0.867,-10.2,-26.85,-8.33,0.637,0.533,0.244,0.497
-0.055,-0.029,0.035,-0.172,9.791,-0.867,-10.2,-26.1,-6.83,0.637,0.533,0.244,0.497
0.052,-0.039,0.018,-0.067,9.767,-0.91,-9.0,-26.85,-8.33,0.637,0.534,0.244,0.496
-0.054,0.099,0.006,-0.12,9.614,-0.867,-9.0,-26.85,-8.33,0.637,0.534,0.245,0.496
-0.056,0.06,0.006,0.072,9.743,-0.934,-9.9,-25.35,-8.03,0.636,0.534,0.245,0.496
-0.045,-0.032,0.039,-0.038,9.82,-1.006,-10.65,-26.1,-7.28,0.636,0.535,0.245,0.496
-0.116,0.053,-0.023,-0.062,9.772,-0.953,-10.05,-25.95,-6.38,0.636,0.535,0.246,0.496
-0.012,0.043,0.038,-0.072,9.724,-1.001,-9.9,-25.8,-6.53,0.635,0.535,0.246,0.496
-0.035,0.098,-0.058,-0.096,9.762,-0.968,-11.1,-26.1,-5.03,0.635,0.535,0.247,0.496
-0.115,0.071,-0.006,-0.23,9.767,-0.992,-10.5,-25.95,-5.18,0.635,0.536,0.247,0.496
-0.208,0.09,-0.003,-0.053,9.757,-1.001,-10.5,-25.95,-5.18,0.635,0.535,0.247,0.496
-0.231,-0.01,0.088,-0.014,9.863,-1.02,-9.3,-26.25,-6.38,0.635,0.535,0.247,0.496
-0.234,-0.015,0.012,-0.072,9.834,-0.838,-9.3,-26.25,-6.38,0.635,0.535,0.247,0.496
-0.203,0.054,-0.025,-0.125,9.733,-0.58,-9.9,-24.3,-7.28,0.635,0.535,0.247,0.496
-0.066,0.019,-0.0,-0.163,9.824,-0.92,-9.0,-27.6,-6.83,0.635,0.535,0.247,0.496
-0.127,0.05,-0.047,-0.101,9.652,-0.747,-9.3,-26.25,-6.68,0.635,0.535,0.247,0.496
-0.184,0.05,0.016,0.081,9.781,-0.886,-9.45,-25.05,-7.28,0.635,0.535,0.247,0.496
-0.135,-0.027,0.04,-0.12,9.681,-0.738,-10.05,-26.25,-7.13,0.635,0.535,0.247,0.496
-0.117,0.073,-0.09,-0.081,9.858,-0.675,-10.5,-26.25,-6.38,0.635,0.535,0.248,0.496
-0.008,-0.035,0.017,-0.067,9.767,-0.762,-10.5,-26.25,-6.38,0.635,0.535,0.248,0.495
-0.039,-0.022,0.023,-0.053,9.666,-0.699,-8.85,-27.45,-6.68,0.635,0.536,0.248,0.495
-0.071,-0.016,0.052,-0.129,9.719,-0.81,-9.6,-26.25,-7.88,0.635,0.536,0.248,0.495
-0.105,0.053,-0.018,-0.057,9.676,-0.695,-9.0,-24.6,-8.03,0.635,0.536,0.248,0.495
-0.055,0.08,-0.049,-0.005,9.666,-0.618,-8.4,-25.95,-6.68,0.634,0.536,0.249,0.495
-0.07,0.043,-0.031,-0.096,9.781,-0.627,-10.5,-25.95,-5.93,0.634,0.536,0.249,0.494
0.027,-0.02,0.026,-0.034,9.724,-0.699,-9.9,-25.8,-6.83,0.634,0.537,0.25,0.494
-0.09,0.071,-0.02,0.024,9.743,-0.781,-9.9,-25.8,-6.83,0.634,0.537,0.25,0.494
-0.07,0.05,-0.016,0.048,9.695,-0.699,-9.9,-26.85,-7.28,0.634,0.537,0.25,0.494
-0.057,0.017,0.039,-0.12,9.671,-0.771,-9.6,-26.85,-7.28,0.633,0.537,0.251,0.494
0.004,0.028,0.003,0.057,9.733,-0.896,-9.6,-25.2,-4.73,0.633,0.538,0.251,0.494
-0.086,0.031,0.051,-0.072,9.738,-0.675,-9.6,-26.7,-5.18,0.633,0.538,0.251,0.494
-0.143,0.102,0.008,-0.153,9.786,-0.867,-8.7,-26.1,-6.83,0.632,0.538,0.252,0.494
