Raw:-02504,05912,15136,10286,-22118,02207,-00072,00073,-00234
Raw:-01744,05864,14336,10631,-24486,04264,-00088,00072,-00224
Raw:-00736,07512,14120,09573,-24823,05298,-00102,00059,-00233
Raw:01528,07928,13736,07389,-27973,07695,-00111,00063,-00246
Raw:02720,08160,10496,05377,-29903,08344,-00135,00050,-00230
Raw:03776,07504,09376,12615,-25093,04348,-00127,00050,-00227
Raw:06192,09672,08848,12795,-25220,05267,-00154,00045,-00211
Raw:06944,09808,07400,12306,-29155,06653,-00164,00059,-00214
Raw:05472,11320,06816,11641,-23240,06144,-00172,00042,-00191
Raw:06552,11624,01992,06244,-23186,12115,-00186,00042,-00172
Raw:08936,11712,02624,02390,-18398,18696,-00205,00049,-00165
Raw:12112,12680,04904,00291,-13170,23724,-00230,00043,-00154
Raw:16488,12456,06808,03494,-04276,15980,-00256,00060,-00152
Raw:09776,06008,07776,16534,-16735,16419,-00259,00055,-00140
Raw:07952,08944,09408,27177,-20920,20237,-00273,00070,-00116
Raw:05432,02240,02152,31259,-32768,22258,-00274,00072,-00087
Raw:07960,-02576,-06760,32767,-32768,20473,-00288,00093,-00008
Raw:09240,-09552,-08352,32767,-14357,18278,-00294,00119,00023
Raw:12816,-14760,-12384,32767,-03177,05401,-00302,00177,00090
Raw:12936,-11296,-10200,26407,-11199,00718,-00294,00223,00112
Raw:11864,-21320,-10688,25069,-11972,-05201,-00277,00250,00129
Raw:13520,-26768,-10232,26001,-01873,-20166,-00273,00274,00126
Raw:10128,-26584,-08840,32767,-03522,-32768,-00280,00286,00135
Raw:10832,-22032,-09560,32767,-01959,-32768,-00272,00310,00127
Raw:08032,-17128,-14840,32767,-18110,-32768,-00289,00337,00129
Raw:07656,-12352,-09608,32767,-12555,-32768,-00277,00347,00125
Raw:07488,-08528,-10864,32767,-16395,-32768,-00278,00376,00107
Raw:08096,-06528,-07720,25970,-22691,-32768,-00294,00382,00108
Raw:06064,-03760,-09128,21976,-22910,-32768,-00285,00386,00097
Raw:03968,-03384,-10040,25093,-25883,-32768,-00297,00383,00102
Raw:03656,-01264,-10504,21457,-30621,-32768,-00282,00390,00099
Raw:01400,-01160,-12072,19918,-29011,-32768,-00285,00396,00104
Raw:-06544,-01376,-14344,32767,-19390,-32768,-00286,00392,00087
Raw:-03680,04528,-12216,32767,-21722,-32768,-00297,00396,00090
Raw:-02120,-00968,-11328,20779,-32768,-20394,-00285,00416,00071
Raw:-06368,-03560,-13528,10606,-32768,-17211,-00282,00422,00068
